CategoryCode,ItemCode,DateID,DailySales
category_3,1013335,2021-12-12,1
category_3,1013335,2021-11-01,1
category_3,1013335,2021-11-11,3
category_3,1013335,2021-11-08,1
category_3,1013335,2022-01-03,4
category_3,1013335,2021-10-19,1
category_3,1013335,2021-11-02,3
category_3,1013335,2021-10-15,1
category_3,1013335,2021-10-03,6
category_3,1013335,2021-11-24,2
category_3,1013335,2021-11-15,2
category_3,1013335,2021-10-21,2
category_3,1013335,2021-10-11,2
category_3,1013335,2021-10-05,3
category_3,1013335,2021-12-23,1
category_3,1013335,2021-12-11,1
category_3,1013335,2022-01-14,1
category_3,1013335,2021-12-18,2
category_3,1013335,2021-12-30,7
category_3,1013335,2021-11-21,2
category_3,1013335,2022-02-16,2
category_3,1013335,2022-02-12,2
category_3,1013335,2021-11-29,1
category_3,1013335,2021-11-07,2
category_3,1013335,2021-11-20,1
category_3,1013335,2022-01-21,1
category_3,1013335,2021-12-13,1
category_3,1013335,2021-10-10,2
category_3,1013335,2021-12-24,1
category_3,1013335,2022-02-01,1
category_3,1013335,2021-10-31,4
category_3,1013335,2022-02-02,3
category_3,1013335,2022-01-20,2
category_3,1013335,2022-01-31,1
category_3,1013335,2021-12-27,4
category_3,1013335,2021-11-14,1
category_3,1013335,2022-02-07,5
category_3,1013335,2021-12-20,3
category_3,1013335,2021-10-26,3
category_3,1013335,2021-10-14,1
category_3,1013335,2021-10-08,1
category_3,1013335,2021-10-29,3
category_3,1013335,2021-10-09,3
category_3,1013335,2021-11-16,1
category_3,1013335,2021-10-18,1
category_3,1013335,2022-01-27,1
category_3,1013335,2021-11-27,1
category_3,1013335,2022-02-17,3
category_3,1013335,2021-10-30,1
category_3,1013335,2021-11-17,3
category_3,1013335,2021-10-17,5
category_3,1013335,2021-11-30,3
category_3,1013335,2021-10-25,2
category_3,1013335,2021-10-28,2
category_3,1013335,2021-10-04,1
category_1,24136,2021-12-19,2
category_1,24136,2022-02-13,2
category_1,24136,2021-12-17,1
category_1,24136,2022-02-04,1
category_1,24136,2021-11-13,1
category_1,24136,2022-02-09,1
category_1,24136,2022-01-06,3
category_1,24136,2022-01-13,2
category_1,24136,2021-12-04,4
category_1,24136,2021-12-22,3
category_1,24136,2022-01-17,3
category_1,24136,2022-01-28,1
category_1,24136,2021-11-25,1
category_1,24136,2021-12-07,4
category_1,24136,2022-02-08,1
category_1,24136,2021-12-01,3
category_1,24136,2021-11-12,8
category_1,24136,2022-01-08,5
category_1,24136,2022-01-29,3
category_1,24136,2022-01-23,9
category_1,24136,2022-01-09,4
category_1,24136,2022-01-02,2
category_1,24136,2021-12-25,2
category_1,24136,2021-10-22,8
category_1,24136,2022-01-16,2
category_1,24136,2021-11-28,3
category_1,24136,2021-12-12,4
category_1,24136,2022-02-03,3
category_1,24136,2022-01-22,5
category_1,24136,2021-11-23,3
category_1,24136,2021-11-01,3
category_1,24136,2021-11-11,3
category_1,24136,2021-11-08,5
category_1,24136,2021-10-07,6
category_1,24136,2021-10-01,4
category_1,24136,2021-11-22,7
category_1,24136,2021-11-02,17
category_1,24136,2022-01-03,3
category_1,24136,2021-10-21,3
category_1,24136,2021-11-15,1
category_1,24136,2021-11-24,2
category_1,24136,2021-10-15,9
category_1,24136,2021-12-11,3
category_1,24136,2022-02-05,4
category_1,24136,2022-01-01,1
category_1,24136,2021-12-23,8
category_1,24136,2022-01-14,3
category_1,24136,2022-02-06,2
category_1,24136,2022-01-15,1
category_1,24136,2021-12-05,5
category_1,24136,2021-12-30,3
category_1,24136,2021-12-08,6
category_1,24136,2021-12-02,2
category_1,24136,2022-01-26,4
category_1,24136,2022-02-12,6
category_1,24136,2022-02-16,4
category_1,24136,2021-11-19,1
category_1,24136,2021-11-07,2
category_1,24136,2021-11-20,2
category_1,24136,2022-01-21,11
category_1,24136,2022-02-14,3
category_1,24136,2021-12-21,4
category_1,24136,2021-12-10,1
category_1,24136,2022-02-10,1
category_1,24136,2021-12-13,4
category_1,24136,2021-12-31,4
category_1,24136,2021-12-24,10
category_1,24136,2021-11-26,4
category_1,24136,2022-01-20,12
category_1,24136,2022-02-02,4
category_1,24136,2021-10-31,4
category_1,24136,2022-02-01,1
category_1,24136,2021-12-27,4
category_1,24136,2022-01-10,10
category_1,24136,2022-01-12,3
category_1,24136,2022-01-31,1
category_1,24136,2021-12-14,2
category_1,24136,2021-12-16,5
category_1,24136,2022-01-07,15
category_1,24136,2022-02-15,1
category_1,24136,2022-01-24,10
category_1,24136,2021-12-28,6
category_1,24136,2022-02-07,11
category_1,24136,2021-12-15,2
category_1,24136,2022-01-19,9
category_1,24136,2021-12-03,4
category_1,24136,2021-12-20,4
category_1,24136,2022-01-11,6
category_1,24136,2021-12-29,5
category_1,24136,2021-10-14,3
category_1,24136,2021-10-29,8
category_1,24136,2021-11-16,1
category_1,24136,2022-02-11,4
category_1,24136,2022-01-27,2
category_1,24136,2022-01-18,6
category_1,24136,2022-02-17,3
category_1,24136,2021-11-27,2
category_1,24136,2022-01-25,13
category_1,24136,2021-10-30,1
category_1,24136,2022-01-04,1
category_1,24136,2021-11-17,2
category_1,24136,2021-11-05,4
category_1,24136,2021-11-04,1
category_1,24136,2021-11-30,7
category_1,24136,2021-12-06,5
category_1,24136,2021-10-28,7
category_1,24136,2021-11-03,6
category_1,1085749,2021-12-17,1
category_1,1085749,2022-02-04,1
category_1,1085749,2021-10-23,2
category_1,1085749,2022-01-06,1
category_1,1085749,2022-01-28,1
category_1,1085749,2022-01-13,1
category_1,1085749,2022-01-05,2
category_1,1085749,2021-11-25,3
category_1,1085749,2021-10-24,5
category_1,1085749,2022-01-02,1
category_1,1085749,2022-01-09,1
category_1,1085749,2022-02-03,6
category_1,1085749,2022-01-16,2
category_1,1085749,2022-01-22,4
category_1,1085749,2021-10-20,2
category_1,1085749,2022-01-03,3
category_1,1085749,2021-10-15,1
category_1,1085749,2021-10-21,1
category_1,1085749,2021-10-11,1
category_1,1085749,2021-12-23,2
category_1,1085749,2021-12-30,1
category_1,1085749,2022-01-15,2
category_1,1085749,2022-01-14,2
category_1,1085749,2021-12-02,2
category_1,1085749,2022-01-26,4
category_1,1085749,2021-10-02,2
category_1,1085749,2022-02-10,2
category_1,1085749,2021-10-10,1
category_1,1085749,2021-12-31,2
category_1,1085749,2021-12-24,2
category_1,1085749,2021-11-26,3
category_1,1085749,2021-12-16,2
category_1,1085749,2022-01-10,4
category_1,1085749,2022-01-12,4
category_1,1085749,2022-01-07,2
category_1,1085749,2022-01-19,10
category_1,1085749,2022-01-11,2
category_1,1085749,2021-10-06,1
category_1,1085749,2021-10-18,4
category_1,1085749,2022-02-17,2
category_1,1085749,2022-02-11,1
category_1,1085749,2022-01-27,1
category_1,1085749,2021-11-05,2
category_1,1085749,2021-10-25,1
category_1,1085749,2021-10-28,4
category_1,1085749,2021-10-13,6
category_3,1081069,2021-12-19,3
category_3,1081069,2022-02-13,1
category_3,1081069,2021-12-17,5
category_3,1081069,2021-11-13,2
category_3,1081069,2021-10-23,5
category_3,1081069,2022-02-09,3
category_3,1081069,2021-12-22,2
category_3,1081069,2021-11-25,5
category_3,1081069,2022-02-08,1
category_3,1081069,2021-12-07,1
category_3,1081069,2021-12-01,8
category_3,1081069,2021-11-10,16
category_3,1081069,2021-11-12,1
category_3,1081069,2022-01-02,6
category_3,1081069,2022-01-30,4
category_3,1081069,2021-10-22,1
category_3,1081069,2021-12-26,5
category_3,1081069,2021-11-28,1
category_3,1081069,2021-10-01,6
category_3,1081069,2021-11-02,2
category_3,1081069,2022-01-03,4
category_3,1081069,2021-10-21,5
category_3,1081069,2021-11-15,9
category_3,1081069,2021-10-11,3
category_3,1081069,2021-10-05,4
category_3,1081069,2022-01-14,2
category_3,1081069,2021-12-30,3
category_3,1081069,2021-12-05,2
category_3,1081069,2022-02-06,1
category_3,1081069,2021-12-02,1
category_3,1081069,2021-11-21,4
category_3,1081069,2021-10-02,6
category_3,1081069,2021-11-19,2
category_3,1081069,2022-02-10,1
category_3,1081069,2021-12-21,5
category_3,1081069,2021-12-10,10
category_3,1081069,2021-10-10,2
category_3,1081069,2021-12-31,2
category_3,1081069,2021-12-24,1
category_3,1081069,2022-02-01,6
category_3,1081069,2022-02-02,9
category_3,1081069,2022-01-20,4
category_3,1081069,2021-12-14,2
category_3,1081069,2022-01-31,1
category_3,1081069,2021-12-16,2
category_3,1081069,2021-12-15,1
category_3,1081069,2022-02-07,3
category_3,1081069,2021-11-06,2
category_3,1081069,2021-12-29,2
category_3,1081069,2021-12-20,2
category_3,1081069,2021-12-03,4
category_3,1081069,2021-10-08,5
category_3,1081069,2021-10-14,10
category_3,1081069,2021-10-06,1
category_3,1081069,2021-10-18,1
category_3,1081069,2022-02-17,5
category_3,1081069,2021-11-27,2
category_3,1081069,2021-10-30,4
category_3,1081069,2021-11-18,3
category_3,1081069,2021-10-17,3
category_3,1081069,2022-01-04,6
category_3,1081069,2021-12-06,3
category_3,1081069,2021-11-05,6
category_3,1081069,2021-11-04,4
category_3,1081069,2021-10-28,1
category_3,1081069,2021-10-25,3
category_3,1081069,2021-11-03,3
category_3,1081069,2021-10-13,7
category_3,1081069,2021-10-04,2
category_3,1081069,2021-10-12,3
category_1,17287,2022-01-06,9
category_1,17287,2021-10-23,1
category_1,17287,2022-01-13,4
category_1,17287,2022-01-17,8
category_1,17287,2022-01-28,7
category_1,17287,2022-01-05,6
category_1,17287,2021-11-12,2
category_1,17287,2021-10-16,2
category_1,17287,2021-10-24,1
category_1,17287,2022-01-08,2
category_1,17287,2022-01-09,1
category_1,17287,2022-01-02,4
category_1,17287,2021-10-22,4
category_1,17287,2022-01-22,2
category_1,17287,2021-11-11,3
category_1,17287,2021-10-20,2
category_1,17287,2021-10-07,1
category_1,17287,2021-10-01,2
category_1,17287,2021-10-19,1
category_1,17287,2021-10-21,1
category_1,17287,2021-10-11,2
category_1,17287,2022-01-01,2
category_1,17287,2021-12-23,3
category_1,17287,2021-12-30,3
category_1,17287,2022-01-15,1
category_1,17287,2021-12-02,9
category_1,17287,2022-01-26,10
category_1,17287,2021-11-19,10
category_1,17287,2022-02-10,1
category_1,17287,2022-01-21,1
category_1,17287,2021-12-10,4
category_1,17287,2021-12-31,3
category_1,17287,2021-12-24,3
category_1,17287,2021-11-26,7
category_1,17287,2022-01-20,1
category_1,17287,2022-01-10,5
category_1,17287,2021-12-16,2
category_1,17287,2022-01-12,4
category_1,17287,2022-01-07,1
category_1,17287,2022-01-24,6
category_1,17287,2022-01-19,8
category_1,17287,2022-01-11,3
category_1,17287,2021-10-08,7
category_1,17287,2021-10-06,5
category_1,17287,2021-10-09,2
category_1,17287,2021-10-29,1
category_1,17287,2021-10-27,4
category_1,17287,2022-02-17,20
category_1,17287,2022-02-11,3
category_1,17287,2022-01-27,7
category_1,17287,2022-01-25,31
category_1,17287,2022-01-18,8
category_1,17287,2021-12-09,1
category_1,17287,2022-01-04,2
category_1,17287,2021-11-18,2
category_1,17287,2021-11-05,4
category_1,17287,2021-11-04,3
category_1,17287,2021-10-28,3
category_1,17287,2021-10-25,2
category_1,17287,2021-10-13,2
category_1,17287,2021-10-04,1
category_2,117610,2021-10-23,2
category_2,117610,2022-01-28,1
category_2,117610,2021-12-22,1
category_2,117610,2022-01-13,2
category_2,117610,2021-12-04,1
category_2,117610,2021-12-07,1
category_2,117610,2021-11-25,3
category_2,117610,2022-02-08,3
category_2,117610,2021-12-01,1
category_2,117610,2021-10-16,1
category_2,117610,2021-10-24,3
category_2,117610,2022-01-02,7
category_2,117610,2022-01-23,1
category_2,117610,2022-01-30,2
category_2,117610,2021-10-22,5
category_2,117610,2021-12-26,1
category_2,117610,2021-11-28,4
category_2,117610,2022-02-03,2
category_2,117610,2022-01-16,6
category_2,117610,2022-01-22,1
category_2,117610,2021-12-12,1
category_2,117610,2021-11-11,15
category_2,117610,2021-10-20,1
category_2,117610,2021-10-07,2
category_2,117610,2021-10-01,1
category_2,117610,2021-10-19,2
category_2,117610,2022-01-03,3
category_2,117610,2021-10-03,2
category_2,117610,2021-10-21,1
category_2,117610,2021-10-15,1
category_2,117610,2021-10-11,2
category_2,117610,2021-10-05,2
category_2,117610,2021-12-23,2
category_2,117610,2022-01-01,1
category_2,117610,2021-12-05,1
category_2,117610,2022-02-06,2
category_2,117610,2021-12-18,2
category_2,117610,2021-12-30,2
category_2,117610,2021-12-02,1
category_2,117610,2022-02-12,1
category_2,117610,2022-02-16,1
category_2,117610,2022-01-26,2
category_2,117610,2021-10-02,1
category_2,117610,2021-11-19,1
category_2,117610,2022-01-21,2
category_2,117610,2021-12-10,1
category_2,117610,2022-02-14,1
category_2,117610,2022-02-10,2
category_2,117610,2021-10-10,1
category_2,117610,2021-12-24,2
category_2,117610,2021-12-31,1
category_2,117610,2021-11-26,2
category_2,117610,2022-01-20,1
category_2,117610,2022-02-02,2
category_2,117610,2022-01-12,1
category_2,117610,2021-12-16,24
category_2,117610,2022-01-31,4
category_2,117610,2021-12-14,1
category_2,117610,2022-02-15,1
category_2,117610,2022-01-07,2
category_2,117610,2021-12-15,1
category_2,117610,2022-01-11,2
category_2,117610,2021-12-03,1
category_2,117610,2021-12-20,2
category_2,117610,2021-10-08,1
category_2,117610,2021-10-14,2
category_2,117610,2021-10-06,1
category_2,117610,2021-10-09,1
category_2,117610,2021-10-29,4
category_2,117610,2021-10-27,1
category_2,117610,2022-02-11,1
category_2,117610,2021-11-27,2
category_2,117610,2022-01-25,2
category_2,117610,2022-01-18,1
category_2,117610,2022-01-04,1
category_2,117610,2021-11-18,4
category_2,117610,2021-10-17,2
category_2,117610,2021-12-06,1
category_2,117610,2021-11-30,2
category_2,117610,2021-11-04,12
category_2,117610,2021-11-05,8
category_2,117610,2021-10-25,5
category_2,117610,2021-10-28,3
category_2,117610,2021-10-13,3
category_2,117610,2021-10-04,3
category_2,64978,2021-11-13,1
category_2,64978,2022-02-09,1
category_2,64978,2022-01-13,1
category_2,64978,2021-11-10,1
category_2,64978,2021-11-12,2
category_2,64978,2021-12-25,2
category_2,64978,2021-12-12,1
category_2,64978,2021-11-01,1
category_2,64978,2021-11-23,1
category_2,64978,2021-11-08,1
category_2,64978,2021-10-07,1
category_2,64978,2021-11-02,2
category_2,64978,2021-10-19,1
category_2,64978,2022-01-03,1
category_2,64978,2021-10-21,1
category_2,64978,2021-11-24,1
category_2,64978,2021-10-15,1
category_2,64978,2021-10-03,1
category_2,64978,2021-10-11,1
category_2,64978,2021-12-11,1
category_2,64978,2022-02-05,2
category_2,64978,2022-01-01,1
category_2,64978,2021-12-05,2
category_2,64978,2022-01-14,1
category_2,64978,2021-12-18,1
category_2,64978,2021-12-02,1
category_2,64978,2021-12-08,1
category_2,64978,2022-01-26,2
category_2,64978,2022-02-12,1
category_2,64978,2022-02-16,1
category_2,64978,2021-10-02,1
category_2,64978,2021-11-19,1
category_2,64978,2022-02-10,1
category_2,64978,2021-12-10,2
category_2,64978,2022-02-14,2
category_2,64978,2021-12-13,2
category_2,64978,2021-10-10,2
category_2,64978,2021-12-24,1
category_2,64978,2021-10-31,1
category_2,64978,2022-02-01,3
category_2,64978,2021-11-26,6
category_2,64978,2022-01-10,1
category_2,64978,2021-11-14,2
category_2,64978,2022-01-12,1
category_2,64978,2022-02-07,1
category_2,64978,2021-11-06,1
category_2,64978,2021-12-03,1
category_2,64978,2021-12-29,1
category_2,64978,2022-01-19,1
category_2,64978,2021-10-26,2
category_2,64978,2021-10-08,1
category_2,64978,2021-10-09,2
category_2,64978,2021-10-29,1
category_2,64978,2021-11-16,1
category_2,64978,2022-02-17,1
category_2,64978,2022-02-11,1
category_2,64978,2022-01-27,1
category_2,64978,2021-12-09,1
category_2,64978,2021-10-30,2
category_2,64978,2021-11-17,1
category_2,64978,2022-01-04,2
category_2,64978,2021-10-13,1
category_2,64978,2021-10-04,2
category_3,132334,2022-02-13,5
category_3,132334,2021-12-17,5
category_3,132334,2022-02-04,1
category_3,132334,2021-11-13,6
category_3,132334,2022-01-06,1
category_3,132334,2021-11-09,1
category_3,132334,2022-01-13,1
category_3,132334,2022-01-17,2
category_3,132334,2022-01-28,2
category_3,132334,2022-01-05,2
category_3,132334,2021-11-12,1
category_3,132334,2021-11-10,1
category_3,132334,2022-01-29,5
category_3,132334,2022-01-02,4
category_3,132334,2022-01-09,4
category_3,132334,2022-01-30,2
category_3,132334,2022-01-08,4
category_3,132334,2022-01-23,2
category_3,132334,2022-01-22,3
category_3,132334,2022-01-16,6
category_3,132334,2022-02-03,4
category_3,132334,2021-11-23,1
category_3,132334,2021-11-11,5
category_3,132334,2021-11-08,3
category_3,132334,2021-10-07,7
category_3,132334,2021-10-01,2
category_3,132334,2022-01-03,10
category_3,132334,2021-11-22,3
category_3,132334,2021-11-15,1
category_3,132334,2021-10-21,1
category_3,132334,2021-11-24,5
category_3,132334,2022-02-05,1
category_3,132334,2022-01-01,12
category_3,132334,2021-12-23,3
category_3,132334,2022-02-06,6
category_3,132334,2021-12-30,5
category_3,132334,2022-01-15,5
category_3,132334,2022-01-14,8
category_3,132334,2021-12-02,4
category_3,132334,2022-01-26,4
category_3,132334,2021-11-21,5
category_3,132334,2022-02-16,2
category_3,132334,2022-02-12,4
category_3,132334,2021-11-07,4
category_3,132334,2021-11-19,3
category_3,132334,2022-02-14,2
category_3,132334,2021-11-20,6
category_3,132334,2022-02-10,1
category_3,132334,2021-12-10,5
category_3,132334,2021-12-24,3
category_3,132334,2021-12-31,8
category_3,132334,2022-02-02,1
category_3,132334,2021-11-26,5
category_3,132334,2022-01-20,4
category_3,132334,2022-01-31,2
category_3,132334,2021-11-14,3
category_3,132334,2021-12-16,2
category_3,132334,2022-01-12,1
category_3,132334,2022-02-15,1
category_3,132334,2022-01-07,1
category_3,132334,2022-02-07,2
category_3,132334,2022-01-24,1
category_3,132334,2022-01-19,7
category_3,132334,2021-12-03,1
category_3,132334,2022-01-11,1
category_3,132334,2021-10-14,1
category_3,132334,2021-10-29,1
category_3,132334,2021-11-16,1
category_3,132334,2022-02-11,1
category_3,132334,2022-01-18,5
category_3,132334,2022-01-25,2
category_3,132334,2021-12-09,4
category_3,132334,2022-01-04,7
