,ItemCode,level_1,raw,interpolated
55,7666,2021-11-25,3.0,3.0
56,7666,2021-11-26,22.0,22.0
57,7666,2021-11-27,,12.26451092910994
58,7666,2021-11-28,,12.473729783900538
59,7666,2021-11-29,,12.682948638691133
60,7666,2021-11-30,,12.892167493481729
61,7666,2021-12-01,,13.101386348272325
62,7666,2021-12-02,13.0,13.0
63,7666,2021-12-03,9.0,9.0
64,7666,2021-12-04,,14.333868822705384
65,7666,2021-12-05,,15.111628004877556
66,7666,2021-12-06,,15.889387187049726
67,7666,2021-12-07,,16.667146369221896
68,7666,2021-12-08,,17.444905551394065
69,7666,2021-12-09,12.0,12.0
70,7666,2021-12-10,12.0,12.0
71,7666,2021-12-11,,22.134802115933713
72,7666,2021-12-12,,24.542234941578712
73,7666,2021-12-13,,26.94966776722371
74,7666,2021-12-14,,29.357100592868704
75,7666,2021-12-15,,31.764533418513707
76,7666,2021-12-16,79.0,79.0
77,7666,2021-12-17,25.0,25.0
78,7666,2021-12-18,,29.253956562490174
79,7666,2021-12-19,,27.16542351186174
80,7666,2021-12-20,,25.076890461233305
81,7666,2021-12-21,,22.98835741060487
82,7666,2021-12-22,,20.89982435997644
83,7666,2021-12-23,3.0,3.0
84,7666,2021-12-24,25.0,25.0
85,7666,2021-12-25,,17.5772626825515
86,7666,2021-12-26,,16.58465729489102
87,7666,2021-12-27,,15.592051907230541
88,7666,2021-12-28,,14.599446519570062
89,7666,2021-12-29,,13.606841131909581
90,7666,2021-12-30,2.0,2.0
91,7666,2021-12-31,26.0,26.0
92,7666,2022-01-01,13.0,13.0
93,7666,2022-01-02,12.0,12.0
94,7666,2022-01-03,1.0,1.0
95,7666,2022-01-04,6.0,6.0
96,7666,2022-01-05,,7.030750542597658
97,7666,2022-01-06,6.0,6.0
98,7666,2022-01-07,,5.855934941026756
99,7666,2022-01-08,2.0,2.0
100,7666,2022-01-09,,5.114748139531825
101,7666,2022-01-10,,4.936502145886472
102,7666,2022-01-11,3.0,3.0
103,7666,2022-01-12,7.0,7.0
104,7666,2022-01-13,2.0,2.0
105,7666,2022-01-14,8.0,8.0
106,7666,2022-01-15,2.0,2.0
107,7666,2022-01-16,4.0,4.0
108,7666,2022-01-17,2.0,2.0
109,7666,2022-01-18,4.0,4.0
110,7666,2022-01-19,5.0,5.0
111,7666,2022-01-20,3.0,3.0
112,7666,2022-01-21,7.0,7.0
113,7666,2022-01-22,,5.6759575392488095
114,7666,2022-01-23,7.0,7.0
115,7666,2022-01-24,5.0,5.0
116,7666,2022-01-25,,6.391761870794379
117,7666,2022-01-26,7.0,7.0
118,7666,2022-01-27,3.0,3.0
119,7666,2022-01-28,14.0,14.0
120,7666,2022-01-29,6.0,6.0
121,7666,2022-01-30,3.0,3.0
122,7666,2022-01-31,2.0,2.0
123,7666,2022-02-01,,9.87846063863297
124,7666,2022-02-02,36.0,36.0
125,7666,2022-02-03,,9.894201379734026
126,7666,2022-02-04,1.0,1.0
127,7666,2022-02-05,,7.899245491923675
128,7666,2022-02-06,2.0,2.0
129,7666,2022-02-07,1.0,1.0
130,7666,2022-02-08,4.0,4.0
131,7666,2022-02-09,28.0,28.0
132,7666,2022-02-10,5.0,5.0
133,7666,2022-02-11,,8.21884871121739
134,7666,2022-02-12,1.0,1.0
135,7666,2022-02-13,,8.146990291227393
136,7666,2022-02-14,2.0,2.0
137,7666,2022-02-15,,9.628163909368528
138,7666,2022-02-16,4.0,4.0
139,20824,2021-10-01,7.0,7.0
140,20824,2021-10-02,20.0,20.0
141,20824,2021-10-03,26.0,26.0
142,20824,2021-10-04,7.0,7.0
143,20824,2021-10-05,32.0,32.0
144,20824,2021-10-06,26.0,26.0
145,20824,2021-10-07,18.0,18.0
146,20824,2021-10-08,11.0,11.0
147,20824,2021-10-09,22.0,22.0
148,20824,2021-10-10,28.0,28.0
149,20824,2021-10-11,10.0,10.0
150,20824,2021-10-12,7.0,7.0
151,20824,2021-10-13,14.0,14.0
152,20824,2021-10-14,12.0,12.0
153,20824,2021-10-15,53.0,53.0
154,20824,2021-10-16,15.0,15.0
155,20824,2021-10-17,12.0,12.0
156,20824,2021-10-18,25.0,25.0
157,20824,2021-10-19,11.0,11.0
158,20824,2021-10-20,11.0,11.0
159,20824,2021-10-21,17.0,17.0
160,20824,2021-10-22,13.0,13.0
161,20824,2021-10-23,11.0,11.0
162,20824,2021-10-24,24.0,24.0
163,20824,2021-10-25,13.0,13.0
164,20824,2021-10-26,21.0,21.0
165,20824,2021-10-27,12.0,12.0
166,20824,2021-10-28,8.0,8.0
167,20824,2021-10-29,23.0,23.0
168,20824,2021-10-30,15.0,15.0
169,20824,2021-10-31,11.0,11.0
170,20824,2021-11-01,25.0,25.0
171,20824,2021-11-02,20.0,20.0
172,20824,2021-11-03,8.0,8.0
173,20824,2021-11-04,13.0,13.0
174,20824,2021-11-05,38.0,38.0
175,20824,2021-11-06,,28.72536127554084
176,20824,2021-11-07,,30.878367391483412
177,20824,2021-11-08,,33.03137350742598
178,20824,2021-11-09,,35.18437962336855
179,20824,2021-11-10,,37.33738573931112
180,20824,2021-11-11,91.0,91.0
181,20824,2021-11-12,24.0,24.0
182,20824,2021-11-13,12.0,12.0
183,20824,2021-11-14,12.0,12.0
184,20824,2021-11-15,18.0,18.0
185,20824,2021-11-16,21.0,21.0
186,20824,2021-11-17,16.0,16.0
187,20824,2021-11-18,13.0,13.0
188,20824,2021-11-19,19.0,19.0
189,20824,2021-11-20,17.0,17.0
190,20824,2021-11-21,36.0,36.0
191,20824,2021-11-22,18.0,18.0
192,20824,2021-11-23,17.0,17.0
193,20824,2021-11-24,21.0,21.0
194,20824,2021-11-25,15.0,15.0
195,20824,2021-11-26,24.0,24.0
196,20824,2021-11-27,21.0,21.0
197,20824,2021-11-28,18.0,18.0
198,20824,2021-11-29,12.0,12.0
199,20824,2021-11-30,21.0,21.0
200,20824,2021-12-01,13.0,13.0
201,20824,2021-12-02,25.0,25.0
202,20824,2021-12-03,15.0,15.0
203,20824,2021-12-04,13.0,13.0
204,20824,2021-12-05,16.0,16.0
205,20824,2021-12-06,19.0,19.0
206,20824,2021-12-07,13.0,13.0
207,20824,2021-12-08,15.0,15.0
208,20824,2021-12-09,25.0,25.0
209,20824,2021-12-10,20.0,20.0
210,20824,2021-12-11,13.0,13.0
211,20824,2021-12-12,17.0,17.0
212,20824,2021-12-13,9.0,9.0
213,20824,2021-12-14,14.0,14.0
214,20824,2021-12-15,8.0,8.0
215,20824,2021-12-16,27.0,27.0
216,20824,2021-12-17,10.0,10.0
217,20824,2021-12-18,13.0,13.0
218,20824,2021-12-19,22.0,22.0
219,20824,2021-12-20,25.0,25.0
220,20824,2021-12-21,10.0,10.0
221,20824,2021-12-22,26.0,26.0
222,20824,2021-12-23,17.0,17.0
223,20824,2021-12-24,20.0,20.0
224,20824,2021-12-25,11.0,11.0
225,20824,2021-12-26,10.0,10.0
226,20824,2021-12-27,11.0,11.0
227,20824,2021-12-28,12.0,12.0
228,20824,2021-12-29,12.0,12.0
229,20824,2021-12-30,23.0,23.0
230,20824,2021-12-31,26.0,26.0
231,20824,2022-01-01,12.0,12.0
232,20824,2022-01-02,20.0,20.0
233,20824,2022-01-03,12.0,12.0
234,20824,2022-01-04,8.0,8.0
235,20824,2022-01-05,14.0,14.0
236,20824,2022-01-06,5.0,5.0
237,20824,2022-01-07,18.0,18.0
238,20824,2022-01-08,21.0,21.0
239,20824,2022-01-09,13.0,13.0
240,20824,2022-01-10,17.0,17.0
241,20824,2022-01-11,12.0,12.0
242,20824,2022-01-12,29.0,29.0
243,20824,2022-01-13,22.0,22.0
244,20824,2022-01-14,10.0,10.0
245,20824,2022-01-15,17.0,17.0
246,20824,2022-01-16,19.0,19.0
247,20824,2022-01-17,12.0,12.0
248,20824,2022-01-18,22.0,22.0
249,20824,2022-01-19,4.0,4.0
250,20824,2022-01-20,19.0,19.0
251,20824,2022-01-21,10.0,10.0
252,20824,2022-01-22,13.0,13.0
253,20824,2022-01-23,14.0,14.0
254,20824,2022-01-24,24.0,24.0
255,20824,2022-01-25,25.0,25.0
256,20824,2022-01-26,13.0,13.0
257,20824,2022-01-27,16.0,16.0
258,20824,2022-01-28,8.0,8.0
259,20824,2022-01-29,14.0,14.0
260,20824,2022-01-30,22.0,22.0
261,20824,2022-01-31,18.0,18.0
262,20824,2022-02-01,20.0,20.0
263,20824,2022-02-02,21.0,21.0
264,20824,2022-02-03,22.0,22.0
265,20824,2022-02-04,19.0,19.0
266,20824,2022-02-05,20.0,20.0
267,20824,2022-02-06,16.0,16.0
268,20824,2022-02-07,17.0,17.0
269,20824,2022-02-08,26.0,26.0
270,20824,2022-02-09,10.0,10.0
271,20824,2022-02-10,23.0,23.0
272,20824,2022-02-11,12.0,12.0
273,20824,2022-02-12,18.0,18.0
274,20824,2022-02-13,30.0,30.0
275,20824,2022-02-14,25.0,25.0
276,20824,2022-02-15,6.0,6.0
277,20824,2022-02-16,11.0,11.0
278,20824,2022-02-17,30.0,30.0
279,23569,2021-11-02,,6.8346767358866165
280,23569,2021-11-03,,7.7712316966039054
281,23569,2021-11-04,12.0,12.0
282,23569,2021-11-05,8.0,8.0
283,23569,2021-11-06,,8.798570523353222
284,23569,2021-11-07,,8.942367818029613
285,23569,2021-11-08,,9.086165112706006
286,23569,2021-11-09,,9.229962407382397
287,23569,2021-11-10,,9.37375970205879
288,23569,2021-11-11,11.0,11.0
289,23569,2021-11-12,10.0,10.0
290,23569,2021-11-13,,8.67824625848683
291,23569,2021-11-14,,8.140728648285895
292,23569,2021-11-15,,7.60321103808496
293,23569,2021-11-16,,7.065693427884025
294,23569,2021-11-17,,6.52817581768309
295,23569,2021-11-18,8.0,8.0
296,23569,2021-11-19,2.0,2.0
297,23569,2021-11-20,,4.5640941333981155
298,23569,2021-11-21,,4.279012514539614
299,23569,2021-11-22,,3.993930895681114
300,23569,2021-11-23,,3.7088492768226127
301,23569,2021-11-24,,3.4237676579641114
302,23569,2021-11-25,2.0,2.0
303,23569,2021-11-26,2.0,2.0
304,23569,2021-11-27,4.0,4.0
305,23569,2021-11-28,5.0,5.0
306,23569,2021-11-29,,3.886000019410761
307,23569,2021-11-30,4.0,4.0
308,23569,2021-12-01,2.0,2.0
309,23569,2021-12-02,5.0,5.0
310,23569,2021-12-03,4.0,4.0
311,23569,2021-12-04,7.0,7.0
312,23569,2021-12-05,7.0,7.0
313,23569,2021-12-06,,3.744210369675633
314,23569,2021-12-07,1.0,1.0
315,23569,2021-12-08,1.0,1.0
316,23569,2021-12-09,,2.4746511194666345
317,23569,2021-12-10,1.0,1.0
318,23569,2021-12-11,5.0,5.0
319,23569,2021-12-12,3.0,3.0
320,23569,2021-12-13,3.0,3.0
321,23569,2021-12-14,1.0,1.0
322,23569,2021-12-15,4.0,4.0
323,23569,2021-12-16,4.0,4.0
324,23569,2021-12-17,1.0,1.0
325,23569,2021-12-18,4.0,4.0
326,23569,2021-12-19,4.0,4.0
327,23569,2021-12-20,1.0,1.0
328,23569,2021-12-21,2.0,2.0
329,23569,2021-12-22,1.0,1.0
330,23569,2021-12-23,3.0,3.0
331,23569,2021-12-24,4.0,4.0
332,23569,2021-12-25,2.0,2.0
333,23569,2021-12-26,3.0,3.0
334,23569,2021-12-27,5.0,5.0
335,23569,2021-12-28,3.0,3.0
336,23569,2021-12-29,1.0,1.0
337,23569,2021-12-30,1.0,1.0
338,23569,2021-12-31,6.0,6.0
339,23569,2022-01-01,,2.9944081754015164
340,23569,2022-01-02,,2.756146358733877
341,23569,2022-01-03,3.0,3.0
342,23569,2022-01-04,1.0,1.0
343,23569,2022-01-05,1.0,1.0
344,23569,2022-01-06,3.0,3.0
345,23569,2022-01-07,3.0,3.0
346,23569,2022-01-08,2.0,2.0
347,23569,2022-01-09,2.0,2.0
348,23569,2022-01-10,2.0,2.0
349,23569,2022-01-11,5.0,5.0
350,23569,2022-01-12,2.0,2.0
351,23569,2022-01-13,6.0,6.0
352,23569,2022-01-14,1.0,1.0
353,23569,2022-01-15,1.0,1.0
354,23569,2022-01-16,3.0,3.0
355,23569,2022-01-17,2.0,2.0
356,23569,2022-01-18,2.0,2.0
357,23569,2022-01-19,2.0,2.0
358,23569,2022-01-20,5.0,5.0
359,23569,2022-01-21,4.0,4.0
360,23569,2022-01-22,2.0,2.0
361,23569,2022-01-23,6.0,6.0
362,23569,2022-01-24,4.0,4.0
363,23569,2022-01-25,4.0,4.0
364,23569,2022-01-26,8.0,8.0
365,23569,2022-01-27,1.0,1.0
366,23569,2022-01-28,1.0,1.0
367,23569,2022-01-29,6.0,6.0
368,23569,2022-01-30,,4.144593812671741
369,23569,2022-01-31,7.0,7.0
370,23569,2022-02-01,3.0,3.0
371,23569,2022-02-02,1.0,1.0
372,23569,2022-02-03,1.0,1.0
373,23569,2022-02-04,5.0,5.0
374,23569,2022-02-05,,2.6372502628479477
375,23569,2022-02-06,1.0,1.0
376,23569,2022-02-07,3.0,3.0
377,23569,2022-02-08,2.0,2.0
378,23569,2022-02-09,2.0,2.0
379,23569,2022-02-10,5.0,5.0
380,23569,2022-02-11,1.0,1.0
381,23569,2022-02-12,2.0,2.0
382,23569,2022-02-13,1.0,1.0
383,23569,2022-02-14,,2.52662168831428
384,23569,2022-02-15,2.0,2.0
385,23569,2022-02-16,2.0,2.0
386,24136,2022-01-26,4.0,4.0
387,24136,2022-01-27,2.0,2.0
388,24136,2022-01-28,1.0,1.0
389,24136,2022-01-29,3.0,3.0
390,24136,2022-01-30,,2.878909574817773
391,24136,2022-01-31,1.0,1.0
392,24136,2022-02-01,1.0,1.0
393,24136,2022-02-02,4.0,4.0
394,24136,2022-02-03,3.0,3.0
395,24136,2022-02-04,1.0,1.0
396,24136,2022-02-05,4.0,4.0
397,24136,2022-02-06,2.0,2.0
398,24136,2022-02-07,11.0,11.0
399,24136,2022-02-08,1.0,1.0
400,24136,2022-02-09,1.0,1.0
401,24136,2022-02-10,1.0,1.0
402,24136,2022-02-11,4.0,4.0
403,24136,2022-02-12,6.0,6.0
404,24136,2022-02-13,2.0,2.0
405,24136,2022-02-14,3.0,3.0
406,24136,2022-02-15,1.0,1.0
407,24136,2022-02-16,4.0,4.0
408,24136,2022-02-17,3.0,3.0
409,30877,2021-11-12,9.0,9.0
410,30877,2021-11-13,4.0,4.0
411,30877,2021-11-14,3.0,3.0
412,30877,2021-11-15,9.0,9.0
413,30877,2021-11-16,3.0,3.0
414,30877,2021-11-17,10.0,10.0
415,30877,2021-11-18,2.0,2.0
416,30877,2021-11-19,7.0,7.0
417,30877,2021-11-20,13.0,13.0
418,30877,2021-11-21,6.0,6.0
419,30877,2021-11-22,4.0,4.0
420,30877,2021-11-23,10.0,10.0
421,30877,2021-11-24,7.0,7.0
422,30877,2021-11-25,9.0,9.0
423,30877,2021-11-26,12.0,12.0
424,30877,2021-11-27,8.0,8.0
425,30877,2021-11-28,11.0,11.0
426,30877,2021-11-29,13.0,13.0
427,30877,2021-11-30,8.0,8.0
428,30877,2021-12-01,10.0,10.0
429,30877,2021-12-02,25.0,25.0
430,30877,2021-12-03,9.0,9.0
431,30877,2021-12-04,,11.912950862733457
432,30877,2021-12-05,,11.622423439713838
433,30877,2021-12-06,,11.331896016694218
434,30877,2021-12-07,,11.041368593674598
435,30877,2021-12-08,,10.75084117065498
436,30877,2021-12-09,15.0,15.0
437,30877,2021-12-10,7.0,7.0
438,30877,2021-12-11,10.0,10.0
439,30877,2021-12-12,6.0,6.0
440,30877,2021-12-13,7.0,7.0
441,30877,2021-12-14,10.0,10.0
442,30877,2021-12-15,3.0,3.0
443,30877,2021-12-16,6.0,6.0
444,30877,2021-12-17,2.0,2.0
445,30877,2021-12-18,7.0,7.0
446,30877,2021-12-19,9.0,9.0
447,30877,2021-12-20,6.0,6.0
448,30877,2021-12-21,18.0,18.0
449,30877,2021-12-22,11.0,11.0
450,30877,2021-12-23,13.0,13.0
451,30877,2021-12-24,6.0,6.0
452,30877,2021-12-25,8.0,8.0
453,30877,2021-12-26,6.0,6.0
454,30877,2021-12-27,9.0,9.0
455,30877,2021-12-28,5.0,5.0
456,30877,2021-12-29,6.0,6.0
457,30877,2021-12-30,11.0,11.0
458,30877,2021-12-31,12.0,12.0
459,30877,2022-01-01,,7.581773273935868
460,30877,2022-01-02,7.0,7.0
461,30877,2022-01-03,3.0,3.0
462,30877,2022-01-04,5.0,5.0
463,30877,2022-01-05,4.0,4.0
464,30877,2022-01-06,2.0,2.0
465,30877,2022-01-07,13.0,13.0
466,30877,2022-01-08,10.0,10.0
467,30877,2022-01-09,7.0,7.0
468,30877,2022-01-10,10.0,10.0
469,30877,2022-01-11,13.0,13.0
470,30877,2022-01-12,14.0,14.0
471,30877,2022-01-13,9.0,9.0
472,30877,2022-01-14,9.0,9.0
473,30877,2022-01-15,7.0,7.0
474,30877,2022-01-16,2.0,2.0
475,30877,2022-01-17,32.0,32.0
476,30877,2022-01-18,4.0,4.0
477,30877,2022-01-19,6.0,6.0
478,30877,2022-01-20,11.0,11.0
479,30877,2022-01-21,13.0,13.0
480,30877,2022-01-22,,10.436243230466436
481,30877,2022-01-23,,10.257999312486106
482,30877,2022-01-24,,10.079755394505776
483,30877,2022-01-25,,9.901511476525446
484,30877,2022-01-26,,9.723267558545116
485,30877,2022-01-27,6.0,6.0
486,30877,2022-01-28,15.0,15.0
487,30877,2022-01-29,4.0,4.0
488,30877,2022-01-30,11.0,11.0
489,30877,2022-01-31,11.0,11.0
490,30877,2022-02-01,8.0,8.0
491,30877,2022-02-02,15.0,15.0
492,30877,2022-02-03,11.0,11.0
493,30877,2022-02-04,2.0,2.0
494,30877,2022-02-05,15.0,15.0
495,30877,2022-02-06,9.0,9.0
496,30877,2022-02-07,12.0,12.0
497,30877,2022-02-08,14.0,14.0
498,30877,2022-02-09,7.0,7.0
499,30877,2022-02-10,11.0,11.0
500,30877,2022-02-11,10.0,10.0
501,30877,2022-02-12,14.0,14.0
502,30877,2022-02-13,24.0,24.0
503,30877,2022-02-14,15.0,15.0
504,30877,2022-02-15,6.0,6.0
505,30877,2022-02-16,8.0,8.0
506,30877,2022-02-17,17.0,17.0
507,37861,2021-10-01,8.0,8.0
508,37861,2021-10-02,49.0,49.0
509,37861,2021-10-03,20.0,20.0
510,37861,2021-10-04,25.0,25.0
511,37861,2021-10-05,14.0,14.0
512,37861,2021-10-06,23.0,23.0
513,37861,2021-10-07,1.0,1.0
514,37861,2021-10-08,43.0,43.0
515,37861,2021-10-09,49.0,49.0
516,37861,2021-10-10,13.0,13.0
517,37861,2021-10-11,17.0,17.0
518,37861,2021-10-12,25.0,25.0
519,37861,2021-10-13,,17.827803209782957
520,37861,2021-10-14,16.0,16.0
521,37861,2021-10-15,15.0,15.0
522,37861,2021-10-16,4.0,4.0
523,37861,2021-10-17,12.0,12.0
524,37861,2021-10-18,9.0,9.0
525,37861,2021-10-19,12.0,12.0
526,37861,2021-10-20,10.0,10.0
527,37861,2021-10-21,19.0,19.0
528,37861,2021-10-22,8.0,8.0
529,37861,2021-10-23,6.0,6.0
530,37861,2021-10-24,14.0,14.0
531,37861,2021-10-25,14.0,14.0
532,37861,2021-10-26,13.0,13.0
533,37861,2021-10-27,18.0,18.0
534,37861,2021-10-28,8.0,8.0
535,37861,2021-10-29,36.0,36.0
536,37861,2021-10-30,,19.865030309125228
537,37861,2021-10-31,,20.204715031325513
538,37861,2021-11-01,,20.5443997535258
539,37861,2021-11-02,,20.884084475726084
540,37861,2021-11-03,,21.22376919792637
541,37861,2021-11-04,31.0,31.0
542,37861,2021-11-05,23.0,23.0
543,37861,2021-11-06,,20.257475135621107
544,37861,2021-11-07,,19.509600645441207
545,37861,2021-11-08,,18.761726155261307
546,37861,2021-11-09,,18.013851665081408
547,37861,2021-11-10,,17.265977174901508
548,37861,2021-11-11,13.0,13.0
549,37861,2021-11-12,12.0,12.0
550,37861,2021-11-13,,16.082317483770595
551,37861,2021-11-14,,16.05969596645872
552,37861,2021-11-15,,16.037074449146843
553,37861,2021-11-16,,16.014452931834967
554,37861,2021-11-17,,15.991831414523093
555,37861,2021-11-18,8.0,8.0
556,37861,2021-11-19,12.0,12.0
557,37861,2021-11-20,,17.887951776089817
558,37861,2021-11-21,,19.071127901689223
559,37861,2021-11-22,,20.254304027288633
560,37861,2021-11-23,,21.43748015288804
561,37861,2021-11-24,,22.620656278487445
562,37861,2021-11-25,36.0,36.0
563,37861,2021-11-26,39.0,39.0
564,37861,2021-11-27,26.0,26.0
565,37861,2021-11-28,8.0,8.0
566,37861,2021-11-29,9.0,9.0
567,37861,2021-11-30,35.0,35.0
568,37861,2021-12-01,16.0,16.0
569,37861,2021-12-02,21.0,21.0
570,37861,2021-12-03,10.0,10.0
571,37861,2021-12-04,13.0,13.0
572,37861,2021-12-05,27.0,27.0
573,37861,2021-12-06,18.0,18.0
574,37861,2021-12-07,39.0,39.0
575,37861,2021-12-08,9.0,9.0
576,37861,2021-12-09,5.0,5.0
577,37861,2021-12-10,20.0,20.0
578,37861,2021-12-11,20.0,20.0
579,37861,2021-12-12,16.0,16.0
580,37861,2021-12-13,8.0,8.0
581,37861,2021-12-14,1.0,1.0
582,37861,2021-12-15,13.0,13.0
583,37861,2021-12-16,22.0,22.0
584,37861,2021-12-17,24.0,24.0
585,37861,2021-12-18,8.0,8.0
586,37861,2021-12-19,15.0,15.0
587,37861,2021-12-20,10.0,10.0
588,37861,2021-12-21,7.0,7.0
589,37861,2021-12-22,22.0,22.0
590,37861,2021-12-23,22.0,22.0
591,37861,2021-12-24,18.0,18.0
592,37861,2021-12-25,44.0,44.0
593,37861,2021-12-26,20.0,20.0
594,37861,2021-12-27,19.0,19.0
595,37861,2021-12-28,22.0,22.0
596,37861,2021-12-29,16.0,16.0
597,37861,2021-12-30,18.0,18.0
598,37861,2021-12-31,21.0,21.0
599,37861,2022-01-01,5.0,5.0
600,37861,2022-01-02,9.0,9.0
601,37861,2022-01-03,46.0,46.0
602,37861,2022-01-04,19.0,19.0
603,37861,2022-01-05,58.0,58.0
604,37861,2022-01-06,6.0,6.0
605,37861,2022-01-07,14.0,14.0
606,37861,2022-01-08,21.0,21.0
607,37861,2022-01-09,42.0,42.0
608,37861,2022-01-10,36.0,36.0
609,37861,2022-01-11,25.0,25.0
610,37861,2022-01-12,11.0,11.0
611,37861,2022-01-13,18.0,18.0
612,37861,2022-01-14,37.0,37.0
613,37861,2022-01-15,15.0,15.0
614,37861,2022-01-16,2.0,2.0
615,37861,2022-01-17,22.0,22.0
616,37861,2022-01-18,23.0,23.0
617,37861,2022-01-19,18.0,18.0
618,37861,2022-01-20,12.0,12.0
619,37861,2022-01-21,13.0,13.0
620,37861,2022-01-22,26.0,26.0
621,37861,2022-01-23,12.0,12.0
622,37861,2022-01-24,16.0,16.0
623,37861,2022-01-25,32.0,32.0
624,37861,2022-01-26,26.0,26.0
625,37861,2022-01-27,14.0,14.0
626,37861,2022-01-28,31.0,31.0
627,37861,2022-01-29,23.0,23.0
628,37861,2022-01-30,23.0,23.0
629,37861,2022-01-31,36.0,36.0
630,37861,2022-02-01,32.0,32.0
631,37861,2022-02-02,23.0,23.0
632,37861,2022-02-03,117.0,117.0
633,37861,2022-02-04,12.0,12.0
634,37861,2022-02-05,1.0,1.0
635,37861,2022-02-06,20.0,20.0
636,37861,2022-02-07,14.0,14.0
637,37861,2022-02-08,63.0,63.0
638,37861,2022-02-09,16.0,16.0
639,37861,2022-02-10,64.0,64.0
640,37861,2022-02-11,30.0,30.0
641,37861,2022-02-12,31.0,31.0
642,37861,2022-02-13,21.0,21.0
643,37861,2022-02-14,32.0,32.0
644,37861,2022-02-15,17.0,17.0
645,37861,2022-02-16,37.0,37.0
646,37861,2022-02-17,25.0,25.0
647,39436,2021-10-01,60.0,60.0
648,39436,2021-10-02,,31.42409505805473
649,39436,2021-10-03,,29.508202025530714
650,39436,2021-10-04,,27.5923089930067
651,39436,2021-10-05,,25.676415960482686
652,39436,2021-10-06,,23.76052292795867
653,39436,2021-10-07,32.0,32.0
654,39436,2021-10-08,6.0,6.0
655,39436,2021-10-09,,16.80947492680184
656,39436,2021-10-10,,15.232407728679803
657,39436,2021-10-11,,13.655340530557767
658,39436,2021-10-12,,12.07827333243573
659,39436,2021-10-13,,10.501206134313692
660,39436,2021-10-14,8.0,8.0
661,39436,2021-10-15,,7.487411498205269
662,39436,2021-10-16,2.0,2.0
663,39436,2021-10-17,1.0,1.0
664,39436,2021-10-18,5.0,5.0
665,39436,2021-10-19,,4.877925685321321
666,39436,2021-10-20,2.0,2.0
667,39436,2021-10-21,11.0,11.0
668,39436,2021-10-22,2.0,2.0
669,39436,2021-10-23,3.0,3.0
670,39436,2021-10-24,3.0,3.0
671,39436,2021-10-25,4.0,4.0
672,39436,2021-10-26,4.0,4.0
673,39436,2021-10-27,2.0,2.0
674,39436,2021-10-28,4.0,4.0
675,39436,2021-10-29,3.0,3.0
676,39436,2021-10-30,2.0,2.0
677,39436,2021-10-31,3.0,3.0
678,39436,2021-11-01,6.0,6.0
679,39436,2021-11-02,2.0,2.0
680,39436,2021-11-03,2.0,2.0
681,39436,2021-11-04,2.0,2.0
682,39436,2021-11-05,2.0,2.0
683,39436,2021-11-06,1.0,1.0
684,39436,2021-11-07,,2.9371353440087633
685,39436,2021-11-08,8.0,8.0
686,39436,2021-11-09,2.0,2.0
687,39436,2021-11-10,2.0,2.0
688,39436,2021-11-11,1.0,1.0
689,39436,2021-11-12,2.0,2.0
