,CategoryCode,ItemCode,WoY,WeeklySales
182,category_4,23200,46,30
183,category_4,23200,47,108
184,category_4,23200,48,163
185,category_4,23200,49,195
186,category_4,23200,50,149
187,category_4,23200,51,73
188,category_4,23200,52,95
189,category_2,23569,1,15
190,category_2,23569,2,20
191,category_2,23569,3,23
192,category_2,23569,4,24
193,category_2,23569,5,18
194,category_2,23569,6,16
195,category_2,23569,7,12
196,category_2,23569,39,15
197,category_2,23569,40,13
198,category_2,23569,41,3
199,category_2,23569,42,11
200,category_2,23569,43,10
201,category_2,23569,44,30
202,category_2,23569,45,52
203,category_2,23569,46,35
204,category_2,23569,47,21
205,category_2,23569,48,29
206,category_2,23569,49,11
207,category_2,23569,50,21
208,category_2,23569,51,16
209,category_2,23569,52,16
210,category_1,24136,1,31
211,category_1,24136,2,27
212,category_1,24136,3,55
213,category_1,24136,4,33
214,category_1,24136,5,16
215,category_1,24136,6,26
216,category_1,24136,7,11
217,category_1,24136,39,17
218,category_1,24136,40,25
219,category_1,24136,41,45
220,category_1,24136,42,130
221,category_1,24136,43,36
222,category_1,24136,44,33
223,category_1,24136,45,17
224,category_1,24136,46,7
225,category_1,24136,47,22
226,category_1,24136,48,25
227,category_1,24136,49,23
228,category_1,24136,50,16
229,category_1,24136,51,31
230,category_1,24136,52,25
231,category_2,30877,1,44
232,category_2,30877,2,64
233,category_2,30877,3,114
234,category_2,30877,4,107
235,category_2,30877,5,71
236,category_2,30877,6,92
237,category_2,30877,7,46
238,category_2,30877,39,21
239,category_2,30877,40,70
240,category_2,30877,41,41
241,category_2,30877,42,51
242,category_2,30877,43,64
243,category_2,30877,44,72
244,category_2,30877,45,131
245,category_2,30877,46,50
246,category_2,30877,47,61
247,category_2,30877,48,98
248,category_2,30877,49,103
249,category_2,30877,50,44
250,category_2,30877,51,68
251,category_2,30877,52,50
252,category_2,32245,1,78
253,category_2,32245,2,30
254,category_2,32245,3,51
255,category_2,32245,4,51
256,category_2,32245,5,51
257,category_2,32245,6,51
258,category_2,32245,7,16
259,category_2,32245,39,26
260,category_2,32245,40,41
261,category_2,32245,41,24
262,category_2,32245,42,45
263,category_2,32245,43,28
264,category_2,32245,44,27
265,category_2,32245,45,29
266,category_2,32245,46,40
267,category_2,32245,47,29
268,category_2,32245,48,46
269,category_2,32245,49,38
270,category_2,32245,50,18
271,category_2,32245,51,53
272,category_2,32245,52,29
273,category_1,35449,1,14
274,category_1,35449,2,15
275,category_1,35449,3,11
276,category_1,35449,4,16
277,category_1,35449,5,23
278,category_1,35449,6,29
279,category_1,35449,7,3
280,category_1,35449,39,2
281,category_1,35449,40,1
282,category_1,35449,41,3
283,category_1,35449,42,6
284,category_1,35449,43,6
285,category_1,35449,44,5
286,category_1,35449,45,7
287,category_1,35449,46,5
288,category_1,35449,47,18
289,category_1,35449,48,11
290,category_1,35449,49,27
291,category_1,35449,50,17
292,category_1,35449,51,20
293,category_1,35449,52,1
294,category_1,35530,1,16
295,category_1,35530,2,17
296,category_1,35530,3,10
297,category_1,35530,4,16
298,category_1,35530,5,0
299,category_1,35530,6,22
300,category_1,35530,7,9
301,category_1,35530,39,2
302,category_1,35530,40,21
303,category_1,35530,41,24
304,category_1,35530,42,7
305,category_1,35530,43,15
306,category_1,35530,44,3
307,category_1,35530,45,18
308,category_1,35530,46,3
309,category_1,35530,47,20
310,category_1,35530,48,6
311,category_1,35530,49,21
312,category_1,35530,50,7
313,category_1,35530,51,16
314,category_1,35530,52,8
315,category_1,35584,1,4
316,category_1,35584,2,22
317,category_1,35584,3,4
318,category_1,35584,4,5
319,category_1,35584,5,5
320,category_1,35584,6,10
321,category_1,35584,7,4
322,category_1,35584,39,1
323,category_1,35584,40,6
324,category_1,35584,41,5
325,category_1,35584,42,4
326,category_1,35584,43,8
327,category_1,35584,44,2
328,category_1,35584,45,2
329,category_1,35584,46,5
330,category_1,35584,47,4
331,category_1,35584,48,7
332,category_1,35584,49,8
333,category_1,35584,50,12
334,category_1,35584,51,19
335,category_1,35584,52,4
336,category_1,36898,1,105
337,category_1,36898,2,90
338,category_1,36898,3,118
339,category_1,36898,4,53
340,category_1,36898,5,77
341,category_1,36898,6,70
342,category_1,36898,7,45
343,category_1,36898,39,17
344,category_1,36898,40,55
345,category_1,36898,41,40
346,category_1,36898,42,90
347,category_1,36898,43,82
348,category_1,36898,44,74
349,category_1,36898,45,58
350,category_1,36898,46,70
351,category_1,36898,47,62
352,category_1,36898,48,85
353,category_1,36898,49,76
354,category_1,36898,50,60
355,category_1,36898,51,76
356,category_1,36898,52,75
357,category_1,37510,1,8
358,category_1,37510,2,7
359,category_1,37510,3,7
360,category_1,37510,4,6
361,category_1,37510,5,8
362,category_1,37510,6,11
363,category_1,37510,7,3
364,category_1,37510,39,1
365,category_1,37510,40,12
366,category_1,37510,41,6
367,category_1,37510,42,6
368,category_1,37510,43,10
369,category_1,37510,44,11
370,category_1,37510,45,7
371,category_1,37510,46,3
372,category_1,37510,47,2
373,category_1,37510,48,4
374,category_1,37510,49,12
375,category_1,37510,50,7
376,category_1,37510,51,4
377,category_1,37510,52,4
378,category_3,37861,1,206
379,category_3,37861,2,144
380,category_3,37861,3,126
381,category_3,37861,4,165
382,category_3,37861,5,241
383,category_3,37861,6,239
384,category_3,37861,7,111
385,category_3,37861,39,77
386,category_3,37861,40,168
387,category_3,37861,41,89
388,category_3,37861,42,78
389,category_3,37861,43,125
390,category_3,37861,44,143
391,category_3,37861,45,80
392,category_3,37861,46,83
393,category_3,37861,47,143
394,category_3,37861,48,131
395,category_3,37861,49,127
396,category_3,37861,50,91
397,category_3,37861,51,143
398,category_3,37861,52,110
399,category_1,38518,1,30
400,category_1,38518,2,17
401,category_1,38518,3,12
402,category_1,38518,4,18
403,category_1,38518,5,17
404,category_1,38518,6,35
405,category_1,38518,7,16
406,category_1,38518,39,9
407,category_1,38518,40,25
408,category_1,38518,41,13
409,category_1,38518,42,19
410,category_1,38518,43,9
411,category_1,38518,44,6
412,category_1,38518,45,8
413,category_1,38518,46,12
414,category_1,38518,47,18
415,category_1,38518,48,14
416,category_1,38518,49,28
417,category_1,38518,50,16
418,category_1,38518,51,12
419,category_1,38518,52,18
420,category_2,39436,1,16
421,category_2,39436,2,14
422,category_2,39436,3,22
423,category_2,39436,4,21
424,category_2,39436,5,18
425,category_2,39436,6,23
426,category_2,39436,7,11
427,category_2,39436,39,139
428,category_2,39436,40,161
429,category_2,39436,41,93
430,category_2,39436,42,26
431,category_2,39436,43,22
432,category_2,39436,44,15
433,category_2,39436,45,21
434,category_2,39436,46,10
435,category_2,39436,47,10
436,category_2,39436,48,11
437,category_2,39436,49,10
438,category_2,39436,50,22
439,category_2,39436,51,16
440,category_2,39436,52,15
441,category_2,40759,1,37
442,category_2,40759,2,59
443,category_2,40759,3,38
444,category_2,40759,4,58
445,category_2,40759,5,53
446,category_2,40759,6,26
447,category_2,40759,7,28
448,category_2,40759,39,38
449,category_2,40759,40,59
450,category_2,40759,41,46
451,category_2,40759,42,43
452,category_2,40759,43,62
453,category_2,40759,44,62
454,category_2,40759,45,35
455,category_2,40759,46,34
456,category_2,40759,47,56
457,category_2,40759,48,63
458,category_2,40759,49,87
459,category_2,40759,50,122
460,category_2,40759,51,155
461,category_2,40759,52,69
462,category_2,41830,1,19
463,category_2,41830,2,14
464,category_2,41830,3,16
465,category_2,41830,4,15
466,category_2,41830,5,22
467,category_2,41830,6,9
468,category_2,41830,7,20
469,category_2,41830,39,3
470,category_2,41830,40,17
471,category_2,41830,41,15
472,category_2,41830,42,12
473,category_2,41830,43,20
474,category_2,41830,44,8
475,category_2,41830,45,7
476,category_2,41830,46,24
477,category_2,41830,47,28
478,category_2,41830,48,14
479,category_2,41830,49,13
480,category_2,41830,50,20
481,category_2,41830,51,17
482,category_2,41830,52,25
483,category_1,42424,1,39
484,category_1,42424,2,61
485,category_1,42424,3,37
486,category_1,42424,4,41
487,category_1,42424,5,61
488,category_1,42424,6,59
489,category_1,42424,7,17
490,category_1,42424,39,13
491,category_1,42424,40,24
492,category_1,42424,41,33
493,category_1,42424,42,12
494,category_1,42424,43,22
495,category_1,42424,44,23
496,category_1,42424,45,27
497,category_1,42424,46,23
498,category_1,42424,47,28
499,category_1,42424,48,33
500,category_1,42424,49,58
501,category_1,42424,50,41
502,category_1,42424,51,62
503,category_1,42424,52,27
504,category_1,42496,1,36
505,category_1,42496,2,35
506,category_1,42496,3,37
507,category_1,42496,4,39
508,category_1,42496,5,42
509,category_1,42496,6,30
510,category_1,42496,7,26
511,category_1,42496,39,19
512,category_1,42496,40,11
513,category_1,42496,41,22
514,category_1,42496,42,22
515,category_1,42496,43,45
516,category_1,42496,44,22
517,category_1,42496,45,32
518,category_1,42496,46,24
519,category_1,42496,47,20
520,category_1,42496,48,38
521,category_1,42496,49,102
522,category_1,42496,50,29
523,category_1,42496,51,43
524,category_1,42496,52,47
525,category_2,43630,1,32
526,category_2,43630,2,22
527,category_2,43630,3,36
528,category_2,43630,4,52
529,category_2,43630,5,25
530,category_2,43630,6,49
531,category_2,43630,7,13
532,category_2,43630,39,9
533,category_2,43630,40,31
534,category_2,43630,41,20
535,category_2,43630,42,21
536,category_2,43630,43,33
537,category_2,43630,44,24
538,category_2,43630,45,31
539,category_2,43630,46,25
540,category_2,43630,47,27
541,category_2,43630,48,29
542,category_2,43630,49,39
543,category_2,43630,50,22
544,category_2,43630,51,22
545,category_2,43630,52,21
546,category_1,43657,1,8
547,category_1,43657,2,9
548,category_1,43657,3,6
549,category_1,43657,4,11
550,category_1,43657,5,16
551,category_1,43657,6,23
552,category_1,43657,7,3
553,category_1,43657,39,3
554,category_1,43657,40,12
555,category_1,43657,41,4
556,category_1,43657,42,3
557,category_1,43657,43,4
558,category_1,43657,44,14
559,category_1,43657,45,9
560,category_1,43657,46,8
561,category_1,43657,47,5
562,category_1,43657,48,9
563,category_1,43657,49,9
564,category_1,43657,50,7
565,category_1,43657,51,10
566,category_1,43657,52,13
567,category_1,43738,1,25
568,category_1,43738,2,30
569,category_1,43738,3,28
570,category_1,43738,4,17
571,category_1,43738,5,17
572,category_1,43738,6,31
573,category_1,43738,7,10
574,category_1,43738,39,10
575,category_1,43738,40,11
576,category_1,43738,41,13
577,category_1,43738,42,8
578,category_1,43738,43,13
579,category_1,43738,44,5
580,category_1,43738,45,11
581,category_1,43738,46,12
582,category_1,43738,47,27
583,category_1,43738,48,17
584,category_1,43738,49,19
585,category_1,43738,50,18
586,category_1,43738,51,24
587,category_1,43738,52,12
588,category_1,48940,1,21
589,category_1,48940,2,25
590,category_1,48940,3,9
591,category_1,48940,4,28
592,category_1,48940,5,17
593,category_1,48940,6,16
594,category_1,48940,7,19
595,category_1,48940,39,2
596,category_1,48940,40,10
597,category_1,48940,41,16
598,category_1,48940,42,8
599,category_1,48940,43,12
600,category_1,48940,44,12
601,category_1,48940,45,12
602,category_1,48940,46,18
603,category_1,48940,47,18
604,category_1,48940,48,11
605,category_1,48940,49,6
606,category_1,48940,50,12
607,category_1,48940,51,23
608,category_1,48940,52,18
609,category_2,50785,1,5
610,category_2,50785,2,19
611,category_2,50785,3,29
612,category_2,50785,4,33
613,category_2,50785,5,10
614,category_2,50785,6,65
615,category_2,50785,7,38
616,category_2,50785,39,9
617,category_2,50785,40,18
618,category_2,50785,41,5
619,category_2,50785,42,10
620,category_2,50785,43,22
621,category_2,50785,44,28
622,category_2,50785,45,12
623,category_2,50785,46,21
624,category_2,50785,47,24
625,category_2,50785,48,10
626,category_2,50785,49,15
627,category_2,50785,50,7
628,category_2,50785,51,7
629,category_2,50785,52,6
630,category_1,52099,1,4
631,category_1,52099,2,11
632,category_1,52099,3,4
633,category_1,52099,4,8
634,category_1,52099,5,5
635,category_1,52099,6,6
636,category_1,52099,7,7
637,category_1,52099,39,9
638,category_1,52099,40,7
639,category_1,52099,41,7
640,category_1,52099,42,5
641,category_1,52099,43,5
642,category_1,52099,44,15
643,category_1,52099,45,29
644,category_1,52099,46,4
645,category_1,52099,47,4
646,category_1,52099,48,13
647,category_1,52099,49,4
648,category_1,52099,50,3
649,category_1,52099,51,2
650,category_1,52099,52,7
651,category_2,57058,1,3
652,category_2,57058,2,7
653,category_2,57058,3,16
654,category_2,57058,4,12
655,category_2,57058,5,12
656,category_2,57058,6,5
657,category_2,57058,7,2
658,category_2,57058,39,5
659,category_2,57058,40,11
660,category_2,57058,41,6
661,category_2,57058,42,4
662,category_2,57058,43,2
663,category_2,57058,44,5
664,category_2,57058,45,10
665,category_2,57058,46,4
666,category_2,57058,47,7
667,category_2,57058,48,3
668,category_2,57058,49,13
669,category_2,57058,50,4
670,category_2,57058,51,3
671,category_2,57058,52,13
672,category_1,59047,1,8
673,category_1,59047,2,37
674,category_1,59047,3,8
675,category_1,59047,4,16
676,category_1,59047,5,7
677,category_1,59047,6,4
678,category_1,59047,39,3
679,category_1,59047,40,5
680,category_1,59047,41,4
681,category_1,59047,42,1
682,category_1,59047,43,17
683,category_1,59047,44,15
684,category_1,59047,45,3
685,category_1,59047,46,9
686,category_1,59047,47,0
687,category_1,59047,48,8
688,category_1,59047,49,12
689,category_1,59047,50,11
690,category_1,59047,51,8
691,category_1,59047,52,2
692,category_2,59749,1,55
693,category_2,59749,2,47
694,category_2,59749,3,45
695,category_2,59749,4,44
696,category_2,59749,5,35
697,category_2,59749,6,32
698,category_2,59749,7,18
699,category_2,59749,39,26
700,category_2,59749,40,44
701,category_2,59749,41,37
702,category_2,59749,42,38
703,category_2,59749,43,44
704,category_2,59749,44,28
705,category_2,59749,45,44
706,category_2,59749,46,28
707,category_2,59749,47,38
708,category_2,59749,48,61
709,category_2,59749,49,70
710,category_2,59749,50,82
711,category_2,59749,51,99
712,category_2,59749,52,83
713,category_2,64978,1,3
714,category_2,64978,2,4
715,category_2,64978,3,1
716,category_2,64978,4,3
717,category_2,64978,5,5
718,category_2,64978,6,5
719,category_2,64978,7,4
720,category_2,64978,39,2
721,category_2,64978,40,8
722,category_2,64978,41,3
723,category_2,64978,42,2
724,category_2,64978,43,6
725,category_2,64978,44,4
726,category_2,64978,45,7
727,category_2,64978,46,3
728,category_2,64978,47,12
729,category_2,64978,48,9
730,category_2,64978,49,6
731,category_2,64978,50,3
732,category_2,64978,51,3
733,category_2,64978,52,2
734,category_2,65788,1,12
735,category_2,65788,2,8
736,category_2,65788,3,9
737,category_2,65788,4,17
738,category_2,65788,5,9
739,category_2,65788,6,9
740,category_2,65788,7,6
741,category_2,65788,39,26
742,category_2,65788,40,46
743,category_2,65788,41,54
744,category_2,65788,42,52
745,category_2,65788,43,32
746,category_2,65788,44,4
747,category_2,65788,45,12
748,category_2,65788,46,8
749,category_2,65788,47,10
750,category_2,65788,48,15
751,category_2,65788,49,13
752,category_2,65788,50,11
753,category_2,65788,51,7
754,category_2,65788,52,14
755,category_2,75886,1,9
756,category_2,75886,2,9
757,category_2,75886,3,0
758,category_2,75886,4,6
759,category_2,75886,5,12
760,category_2,75886,6,14
761,category_2,75886,7,3
762,category_2,75886,39,7
763,category_2,75886,40,12
764,category_2,75886,41,8
765,category_2,75886,42,10
766,category_2,75886,43,10
767,category_2,75886,44,3
768,category_2,75886,45,9
769,category_2,75886,46,3
770,category_2,75886,47,13
771,category_2,75886,48,15
772,category_2,75886,49,8
773,category_2,75886,50,17
774,category_2,75886,51,7
775,category_2,75886,52,13
776,category_1,76399,1,45
777,category_1,76399,2,39
778,category_1,76399,3,60
779,category_1,76399,4,55
780,category_1,76399,5,18
781,category_1,76399,39,21
782,category_1,76399,40,11
783,category_1,76399,41,12
784,category_1,76399,42,31
785,category_1,76399,43,23
786,category_1,76399,44,18
787,category_1,76399,45,35
788,category_1,76399,46,29
789,category_1,76399,47,19
790,category_1,76399,48,25
791,category_1,76399,49,16
792,category_1,76399,50,31
793,category_1,76399,51,39
794,category_1,76399,52,25
795,category_2,86974,1,36
796,category_2,86974,2,23
797,category_2,86974,3,25
798,category_2,86974,4,0
799,category_2,86974,5,23
800,category_2,86974,6,0
801,category_2,86974,7,4
802,category_2,86974,39,12
803,category_2,86974,40,20
804,category_2,86974,41,17
805,category_2,86974,42,2
806,category_2,86974,43,1
807,category_2,86974,44,35
808,category_2,86974,45,1
809,category_2,86974,46,14
810,category_2,86974,47,11
811,category_2,86974,48,8
812,category_2,86974,49,30
813,category_2,86974,50,20
814,category_2,86974,51,19
815,category_2,86974,52,43
816,category_1,86992,1,41
817,category_1,86992,2,52
818,category_1,86992,3,72
819,category_1,86992,4,79
820,category_1,86992,5,75
821,category_1,86992,6,104
822,category_1,86992,7,37
823,category_1,86992,39,5
824,category_1,86992,40,43
825,category_1,86992,41,31
826,category_1,86992,42,37
827,category_1,86992,43,45
828,category_1,86992,44,41
829,category_1,86992,45,33
830,category_1,86992,46,61
831,category_1,86992,47,50
832,category_1,86992,48,43
833,category_1,86992,49,54
834,category_1,86992,50,65
835,category_1,86992,51,55
836,category_1,86992,52,71
837,category_2,87046,1,7
838,category_2,87046,2,13
839,category_2,87046,3,10
840,category_2,87046,4,0
841,category_2,87046,5,0
842,category_2,87046,6,0
843,category_2,87046,7,4
844,category_2,87046,39,6
845,category_2,87046,40,6
846,category_2,87046,41,6
847,category_2,87046,42,1
848,category_2,87046,43,0
849,category_2,87046,44,11
850,category_2,87046,45,15
851,category_2,87046,46,7
852,category_2,87046,47,5
853,category_2,87046,48,7
854,category_2,87046,49,17
855,category_2,87046,50,12
856,category_2,87046,51,17
857,category_2,87046,52,18
858,category_2,87559,1,28
859,category_2,87559,2,31
860,category_2,87559,3,18
861,category_2,87559,4,31
862,category_2,87559,5,29
863,category_2,87559,6,30
864,category_2,87559,7,10
865,category_2,87559,39,8
866,category_2,87559,40,30
867,category_2,87559,41,11
868,category_2,87559,42,18
869,category_2,87559,43,21
870,category_2,87559,44,13
871,category_2,87559,45,14
872,category_2,87559,46,24
873,category_2,87559,47,14
874,category_2,87559,48,15
875,category_2,87559,49,15
876,category_2,87559,50,48
877,category_2,87559,51,34
878,category_2,87559,52,54
879,category_3,88450,1,30
880,category_3,88450,2,85
881,category_3,88450,3,83
882,category_3,88450,4,85
883,category_3,88450,5,74
884,category_3,88450,6,96
885,category_3,88450,7,69
886,category_3,88450,39,65
887,category_3,88450,40,91
888,category_3,88450,41,139
889,category_3,88450,42,64
890,category_3,88450,43,137
891,category_3,88450,44,142
892,category_3,88450,45,123
893,category_3,88450,46,93
894,category_3,88450,47,115
895,category_3,88450,48,48
896,category_3,88450,49,99
897,category_3,88450,50,61
898,category_3,88450,51,111
899,category_3,88450,52,106
900,category_2,99079,1,23
901,category_2,99079,2,12
902,category_2,99079,3,36
903,category_2,99079,4,16
904,category_2,99079,5,16
905,category_2,99079,6,17
906,category_2,99079,7,6
907,category_2,99079,39,9
908,category_2,99079,40,20
909,category_2,99079,41,13
910,category_2,99079,42,12
911,category_2,99079,43,23
912,category_2,99079,44,25
913,category_2,99079,45,15
914,category_2,99079,46,19
915,category_2,99079,47,32
916,category_2,99079,48,21
917,category_2,99079,49,17
918,category_2,99079,50,14
919,category_2,99079,51,35
920,category_2,99079,52,21
921,category_2,110320,1,47
922,category_2,110320,2,54
923,category_2,110320,3,52
924,category_2,110320,4,46
925,category_2,110320,5,28
926,category_2,110320,6,31
927,category_2,110320,7,10
928,category_2,110320,39,13
929,category_2,110320,40,37
930,category_2,110320,41,36
931,category_2,110320,42,22
932,category_2,110320,43,48
933,category_2,110320,44,49
934,category_2,110320,45,38
935,category_2,110320,46,40
936,category_2,110320,47,50
937,category_2,110320,48,54
938,category_2,110320,49,53
939,category_2,110320,50,58
940,category_2,110320,51,47
941,category_2,110320,52,48
942,category_2,111382,1,9
943,category_2,111382,2,11
944,category_2,111382,3,9
945,category_2,111382,4,11
946,category_2,111382,5,13
947,category_2,111382,6,10
948,category_2,111382,7,4
949,category_2,111382,39,8
950,category_2,111382,40,24
951,category_2,111382,41,21
952,category_2,111382,42,11
953,category_2,111382,43,18
954,category_2,111382,44,11
955,category_2,111382,45,15
956,category_2,111382,46,10
957,category_2,111382,47,16
958,category_2,111382,48,16
959,category_2,111382,49,15
960,category_2,111382,50,7
961,category_2,111382,51,7
962,category_2,111382,52,18
963,category_2,111436,1,6
964,category_2,111436,2,13
965,category_2,111436,3,17
966,category_2,111436,4,7
967,category_2,111436,5,9
968,category_2,111436,6,9
969,category_2,111436,7,4
970,category_2,111436,39,3
971,category_2,111436,40,6
972,category_2,111436,41,11
973,category_2,111436,42,6
974,category_2,111436,43,6
975,category_2,111436,44,2
976,category_2,111436,45,5
977,category_2,111436,46,4
978,category_2,111436,47,8
979,category_2,111436,48,20
980,category_2,111436,49,14
981,category_2,111436,50,14
982,category_2,111436,51,8
983,category_2,111436,52,19
984,category_2,117610,1,6
985,category_2,117610,2,11
986,category_2,117610,3,6
987,category_2,117610,4,7
988,category_2,117610,5,10
989,category_2,117610,6,7
990,category_2,117610,7,3
991,category_2,117610,39,4
992,category_2,117610,40,11
993,category_2,117610,41,11
994,category_2,117610,42,14
995,category_2,117610,43,27
996,category_2,117610,44,65
997,category_2,117610,45,29
998,category_2,117610,46,21
999,category_2,117610,47,26
1000,category_2,117610,48,7
1001,category_2,117610,49,4
1002,category_2,117610,50,28
1003,category_2,117610,51,8
1004,category_2,117610,52,11
1005,category_2,118033,1,27
1006,category_2,118033,2,14
1007,category_2,118033,3,14
1008,category_2,118033,4,21
1009,category_2,118033,5,18
1010,category_2,118033,6,8
1011,category_2,118033,7,6
1012,category_2,118033,39,7
1013,category_2,118033,40,7
1014,category_2,118033,41,12
1015,category_2,118033,42,12
1016,category_2,118033,43,13
1017,category_2,118033,44,11
1018,category_2,118033,45,16
1019,category_2,118033,46,16
1020,category_2,118033,47,12
1021,category_2,118033,48,11
1022,category_2,118033,49,8
1023,category_2,118033,50,11
1024,category_2,118033,51,13
1025,category_2,118033,52,37
1026,category_1,119554,1,265
1027,category_1,119554,2,196
1028,category_1,119554,3,196
1029,category_1,119554,4,150
1030,category_1,119554,5,192
1031,category_1,119554,6,140
1032,category_1,119554,7,55
1033,category_1,119554,39,26
1034,category_1,119554,40,108
1035,category_1,119554,41,120
1036,category_1,119554,42,110
1037,category_1,119554,43,109
1038,category_1,119554,44,137
1039,category_1,119554,45,127
1040,category_1,119554,46,139
1041,category_1,119554,47,217
1042,category_1,119554,48,166
1043,category_1,119554,49,207
1044,category_1,119554,50,140
1045,category_1,119554,51,184
1046,category_1,119554,52,164
1047,category_4,123307,1,632
1048,category_4,123307,2,539
1049,category_4,123307,3,527
1050,category_4,123307,4,356
1051,category_4,123307,5,376
1052,category_4,123307,6,555
1053,category_4,123307,7,235
1054,category_4,123307,39,242
1055,category_4,123307,40,569
1056,category_4,123307,41,493
1057,category_4,123307,42,378
1058,category_4,123307,43,552
1059,category_4,123307,44,330
1060,category_4,123307,45,397
1061,category_4,123307,46,332
1062,category_4,123307,47,409
1063,category_4,123307,48,400
1064,category_4,123307,49,396
1065,category_4,123307,50,516
1066,category_4,123307,51,683
