,ItemCode,Date,DailySales,CategoryCode
210,3427,2021-12-10,7,category_1
211,3427,2021-12-11,2,category_1
212,3427,2021-12-12,10,category_1
213,3427,2021-12-13,8,category_1
214,3427,2021-12-14,5,category_1
215,3427,2021-12-15,3,category_1
216,3427,2021-12-16,6,category_1
217,3427,2021-12-17,5,category_1
218,3427,2021-12-18,13,category_1
219,3427,2021-12-19,5,category_1
220,3427,2021-12-20,20,category_1
221,3427,2021-12-21,13,category_1
222,3427,2021-12-22,6,category_1
223,3427,2021-12-23,16,category_1
224,3427,2021-12-24,12,category_1
225,3427,2021-12-25,2,category_1
226,3427,2021-12-26,9,category_1
227,3427,2021-12-27,15,category_1
228,3427,2021-12-28,3,category_1
229,3427,2021-12-29,5,category_1
230,3427,2021-12-30,7,category_1
231,3427,2021-12-31,2,category_1
232,3427,2022-01-01,2,category_1
233,3427,2022-01-02,5,category_1
234,3427,2022-01-03,5,category_1
235,3427,2022-01-04,1,category_1
236,3427,2022-01-05,5,category_1
237,3427,2022-01-06,5,category_1
238,3427,2022-01-07,44,category_1
239,3427,2022-01-08,3,category_1
240,3427,2022-01-09,3,category_1
241,3427,2022-01-10,4,category_1
242,3427,2022-01-11,13,category_1
243,3427,2022-01-12,0,category_1
244,3427,2022-01-13,9,category_1
245,3427,2022-01-14,2,category_1
246,3427,2022-01-15,3,category_1
247,3427,2022-01-16,1,category_1
248,3427,2022-01-17,9,category_1
249,3427,2022-01-18,9,category_1
250,3427,2022-01-19,9,category_1
251,3427,2022-01-20,1,category_1
252,3427,2022-01-21,2,category_1
253,3427,2022-01-22,2,category_1
254,3427,2022-01-23,2,category_1
255,3427,2022-01-24,7,category_1
256,3427,2022-01-25,3,category_1
257,3427,2022-01-26,1,category_1
258,3427,2022-01-27,5,category_1
259,3427,2022-01-28,1,category_1
260,3427,2022-01-29,8,category_1
261,3427,2022-01-30,4,category_1
262,3427,2022-01-31,7,category_1
263,3427,2022-02-01,6,category_1
264,3427,2022-02-02,6,category_1
265,3427,2022-02-03,15,category_1
266,3427,2022-02-04,8,category_1
267,3427,2022-02-05,8,category_1
268,3427,2022-02-06,8,category_1
269,3427,2022-02-07,7,category_1
270,3427,2022-02-08,2,category_1
271,3427,2022-02-09,2,category_1
272,3427,2022-02-10,9,category_1
273,3427,2022-02-11,10,category_1
274,3427,2022-02-12,4,category_1
275,3427,2022-02-13,1,category_1
276,3427,2022-02-14,0,category_1
277,3427,2022-02-15,3,category_1
278,7666,2021-10-01,14,category_3
279,7666,2021-10-02,58,category_3
280,7666,2021-10-03,12,category_3
281,7666,2021-10-04,8,category_3
282,7666,2021-10-05,5,category_3
283,7666,2021-10-06,33,category_3
284,7666,2021-10-07,11,category_3
285,7666,2021-10-08,23,category_3
286,7666,2021-10-09,24,category_3
287,7666,2021-10-10,15,category_3
288,7666,2021-10-11,41,category_3
289,7666,2021-10-12,20,category_3
290,7666,2021-10-13,5,category_3
291,7666,2021-10-14,12,category_3
292,7666,2021-10-15,15,category_3
293,7666,2021-10-16,68,category_3
294,7666,2021-10-17,35,category_3
295,7666,2021-10-18,55,category_3
296,7666,2021-10-19,2,category_3
297,7666,2021-10-20,28,category_3
298,7666,2021-10-21,17,category_3
299,7666,2021-10-22,37,category_3
300,7666,2021-10-23,27,category_3
301,7666,2021-10-24,19,category_3
302,7666,2021-10-25,10,category_3
303,7666,2021-10-26,31,category_3
304,7666,2021-10-27,29,category_3
305,7666,2021-10-28,21,category_3
306,7666,2021-10-29,1,category_3
307,7666,2021-10-30,0,category_3
308,7666,2021-10-31,2,category_3
309,7666,2021-11-01,0,category_3
310,7666,2021-11-02,5,category_3
311,7666,2021-11-03,0,category_3
312,7666,2021-11-04,6,category_3
313,7666,2021-11-05,0,category_3
314,7666,2021-11-06,0,category_3
315,7666,2021-11-07,4,category_3
316,7666,2021-11-08,5,category_3
317,7666,2021-11-09,3,category_3
318,7666,2021-11-10,0,category_3
319,7666,2021-11-11,0,category_3
320,7666,2021-11-12,0,category_3
321,7666,2021-11-13,0,category_3
322,7666,2021-11-14,2,category_3
323,7666,2021-11-15,3,category_3
324,7666,2021-11-16,2,category_3
325,7666,2021-11-17,0,category_3
326,7666,2021-11-18,0,category_3
327,7666,2021-11-19,8,category_3
328,7666,2021-11-20,15,category_3
329,7666,2021-11-21,2,category_3
330,7666,2021-11-22,6,category_3
331,7666,2021-11-23,14,category_3
332,7666,2021-11-24,0,category_3
333,7666,2021-11-25,3,category_3
334,7666,2021-11-26,22,category_3
335,7666,2021-11-27,31,category_3
336,7666,2021-11-28,3,category_3
337,7666,2021-11-29,3,category_3
338,7666,2021-11-30,11,category_3
339,7666,2021-12-01,11,category_3
340,7666,2021-12-02,13,category_3
341,7666,2021-12-03,9,category_3
342,7666,2021-12-04,32,category_3
343,7666,2021-12-05,3,category_3
344,7666,2021-12-06,15,category_3
345,7666,2021-12-07,40,category_3
346,7666,2021-12-08,9,category_3
347,7666,2021-12-09,12,category_3
348,7666,2021-12-10,12,category_3
349,7666,2021-12-11,17,category_3
350,7666,2021-12-12,36,category_3
351,7666,2021-12-13,33,category_3
352,7666,2021-12-14,22,category_3
353,7666,2021-12-15,21,category_3
354,7666,2021-12-16,79,category_3
355,7666,2021-12-17,25,category_3
356,7666,2021-12-18,20,category_3
357,7666,2021-12-19,19,category_3
358,7666,2021-12-20,10,category_3
359,7666,2021-12-21,43,category_3
360,7666,2021-12-22,12,category_3
361,7666,2021-12-23,3,category_3
362,7666,2021-12-24,25,category_3
363,7666,2021-12-25,17,category_3
364,7666,2021-12-26,15,category_3
365,7666,2021-12-27,28,category_3
366,7666,2021-12-28,10,category_3
367,7666,2021-12-29,16,category_3
368,7666,2021-12-30,2,category_3
369,7666,2021-12-31,26,category_3
370,7666,2022-01-01,13,category_3
371,7666,2022-01-02,12,category_3
372,7666,2022-01-03,1,category_3
373,7666,2022-01-04,6,category_3
374,7666,2022-01-05,0,category_3
375,7666,2022-01-06,6,category_3
376,7666,2022-01-07,0,category_3
377,7666,2022-01-08,2,category_3
378,7666,2022-01-09,0,category_3
379,7666,2022-01-10,0,category_3
380,7666,2022-01-11,3,category_3
381,7666,2022-01-12,7,category_3
382,7666,2022-01-13,2,category_3
383,7666,2022-01-14,8,category_3
384,7666,2022-01-15,2,category_3
385,7666,2022-01-16,4,category_3
386,7666,2022-01-17,2,category_3
387,7666,2022-01-18,4,category_3
388,7666,2022-01-19,5,category_3
389,7666,2022-01-20,3,category_3
390,7666,2022-01-21,7,category_3
391,7666,2022-01-22,0,category_3
392,7666,2022-01-23,7,category_3
393,7666,2022-01-24,5,category_3
394,7666,2022-01-25,0,category_3
395,7666,2022-01-26,7,category_3
396,7666,2022-01-27,3,category_3
397,7666,2022-01-28,14,category_3
398,7666,2022-01-29,6,category_3
399,7666,2022-01-30,3,category_3
400,7666,2022-01-31,2,category_3
401,7666,2022-02-01,0,category_3
402,7666,2022-02-02,36,category_3
403,7666,2022-02-03,0,category_3
404,7666,2022-02-04,1,category_3
405,7666,2022-02-05,0,category_3
406,7666,2022-02-06,2,category_3
407,7666,2022-02-07,1,category_3
408,7666,2022-02-08,4,category_3
409,7666,2022-02-09,28,category_3
410,7666,2022-02-10,5,category_3
411,7666,2022-02-11,0,category_3
412,7666,2022-02-12,1,category_3
413,7666,2022-02-13,0,category_3
414,7666,2022-02-14,2,category_3
415,7666,2022-02-15,0,category_3
416,7666,2022-02-16,4,category_3
417,7666,2022-02-17,29,category_3
418,9925,2021-10-03,1,category_2
419,9925,2021-10-04,3,category_2
420,9925,2021-10-05,1,category_2
421,9925,2021-10-06,2,category_2
422,9925,2021-10-07,0,category_2
423,9925,2021-10-08,0,category_2
424,9925,2021-10-09,2,category_2
425,9925,2021-10-10,1,category_2
426,9925,2021-10-11,0,category_2
427,9925,2021-10-12,1,category_2
428,9925,2021-10-13,8,category_2
429,9925,2021-10-14,0,category_2
430,9925,2021-10-15,2,category_2
431,9925,2021-10-16,0,category_2
432,9925,2021-10-17,0,category_2
433,9925,2021-10-18,5,category_2
434,9925,2021-10-19,1,category_2
435,9925,2021-10-20,3,category_2
436,9925,2021-10-21,1,category_2
437,9925,2021-10-22,2,category_2
438,9925,2021-10-23,1,category_2
439,9925,2021-10-24,0,category_2
440,9925,2021-10-25,0,category_2
441,9925,2021-10-26,1,category_2
442,9925,2021-10-27,1,category_2
443,9925,2021-10-28,0,category_2
444,9925,2021-10-29,0,category_2
445,9925,2021-10-30,3,category_2
446,9925,2021-10-31,0,category_2
447,9925,2021-11-01,9,category_2
448,9925,2021-11-02,0,category_2
449,9925,2021-11-03,0,category_2
450,9925,2021-11-04,0,category_2
451,9925,2021-11-05,2,category_2
452,9925,2021-11-06,0,category_2
453,9925,2021-11-07,0,category_2
454,9925,2021-11-08,2,category_2
455,9925,2021-11-09,2,category_2
456,9925,2021-11-10,2,category_2
457,9925,2021-11-11,2,category_2
458,9925,2021-11-12,1,category_2
459,9925,2021-11-13,2,category_2
460,9925,2021-11-14,0,category_2
461,9925,2021-11-15,1,category_2
462,9925,2021-11-16,1,category_2
463,9925,2021-11-17,0,category_2
464,9925,2021-11-18,4,category_2
465,9925,2021-11-19,0,category_2
466,9925,2021-11-20,4,category_2
467,9925,2021-11-21,3,category_2
468,9925,2021-11-22,3,category_2
469,9925,2021-11-23,3,category_2
470,9925,2021-11-24,2,category_2
471,9925,2021-11-25,2,category_2
472,9925,2021-11-26,1,category_2
473,9925,2021-11-27,1,category_2
474,9925,2021-11-28,0,category_2
475,9925,2021-11-29,2,category_2
476,9925,2021-11-30,4,category_2
477,9925,2021-12-01,1,category_2
478,9925,2021-12-02,3,category_2
479,9925,2021-12-03,0,category_2
480,9925,2021-12-04,0,category_2
481,9925,2021-12-05,0,category_2
482,9925,2021-12-06,1,category_2
483,9925,2021-12-07,0,category_2
484,9925,2021-12-08,3,category_2
485,9925,2021-12-09,11,category_2
486,9925,2021-12-10,0,category_2
487,9925,2021-12-11,5,category_2
488,9925,2021-12-12,1,category_2
489,9925,2021-12-13,1,category_2
490,9925,2021-12-14,1,category_2
491,9925,2021-12-15,3,category_2
492,9925,2021-12-16,2,category_2
493,9925,2021-12-17,0,category_2
494,9925,2021-12-18,3,category_2
495,9925,2021-12-19,5,category_2
496,9925,2021-12-20,0,category_2
497,9925,2021-12-21,6,category_2
498,9925,2021-12-22,3,category_2
499,9925,2021-12-23,2,category_2
500,9925,2021-12-24,2,category_2
501,9925,2021-12-25,3,category_2
502,9925,2021-12-26,1,category_2
503,9925,2021-12-27,2,category_2
504,9925,2021-12-28,6,category_2
505,9925,2021-12-29,4,category_2
506,9925,2021-12-30,2,category_2
507,9925,2021-12-31,2,category_2
508,9925,2022-01-01,2,category_2
509,9925,2022-01-02,1,category_2
510,9925,2022-01-03,2,category_2
511,9925,2022-01-04,0,category_2
512,9925,2022-01-05,1,category_2
513,9925,2022-01-06,0,category_2
514,9925,2022-01-07,1,category_2
515,9925,2022-01-08,2,category_2
516,9925,2022-01-09,2,category_2
517,9925,2022-01-10,0,category_2
518,9925,2022-01-11,4,category_2
519,9925,2022-01-12,1,category_2
520,9925,2022-01-13,1,category_2
521,9925,2022-01-14,0,category_2
522,9925,2022-01-15,1,category_2
523,9925,2022-01-16,2,category_2
524,9925,2022-01-17,4,category_2
525,9925,2022-01-18,2,category_2
526,9925,2022-01-19,1,category_2
527,9925,2022-01-20,4,category_2
528,9925,2022-01-21,0,category_2
529,9925,2022-01-22,2,category_2
530,9925,2022-01-23,1,category_2
531,9925,2022-01-24,2,category_2
532,9925,2022-01-25,0,category_2
533,9925,2022-01-26,2,category_2
534,9925,2022-01-27,5,category_2
535,9925,2022-01-28,0,category_2
536,9925,2022-01-29,1,category_2
537,9925,2022-01-30,0,category_2
538,9925,2022-01-31,0,category_2
539,9925,2022-02-01,1,category_2
540,9925,2022-02-02,1,category_2
541,9925,2022-02-03,2,category_2
542,9925,2022-02-04,2,category_2
543,9925,2022-02-05,2,category_2
544,9925,2022-02-06,0,category_2
545,9925,2022-02-07,1,category_2
546,9925,2022-02-08,13,category_2
547,9925,2022-02-09,1,category_2
548,9925,2022-02-10,4,category_2
549,9925,2022-02-11,1,category_2
550,9925,2022-02-12,1,category_2
551,9925,2022-02-13,0,category_2
552,9925,2022-02-14,1,category_2
553,9925,2022-02-15,5,category_2
554,9925,2022-02-16,0,category_2
555,9925,2022-02-17,2,category_2
556,16936,2021-10-01,4,category_3
557,16936,2021-10-02,1,category_3
558,16936,2021-10-03,4,category_3
559,16936,2021-10-04,1,category_3
560,16936,2021-10-05,0,category_3
561,16936,2021-10-06,0,category_3
562,16936,2021-10-07,21,category_3
563,16936,2021-10-08,2,category_3
564,16936,2021-10-09,1,category_3
565,16936,2021-10-10,0,category_3
566,16936,2021-10-11,5,category_3
567,16936,2021-10-12,9,category_3
568,16936,2021-10-13,2,category_3
569,16936,2021-10-14,8,category_3
570,16936,2021-10-15,8,category_3
571,16936,2021-10-16,8,category_3
572,16936,2021-10-17,0,category_3
573,16936,2021-10-18,8,category_3
574,16936,2021-10-19,1,category_3
575,16936,2021-10-20,2,category_3
576,16936,2021-10-21,4,category_3
577,16936,2021-10-22,6,category_3
578,16936,2021-10-23,0,category_3
579,16936,2021-10-24,10,category_3
580,16936,2021-10-25,1,category_3
581,16936,2021-10-26,10,category_3
582,16936,2021-10-27,6,category_3
583,16936,2021-10-28,0,category_3
584,16936,2021-10-29,4,category_3
585,16936,2021-10-30,0,category_3
586,16936,2021-10-31,0,category_3
587,16936,2021-11-01,2,category_3
588,16936,2021-11-02,10,category_3
589,16936,2021-11-03,2,category_3
590,16936,2021-11-04,9,category_3
591,16936,2021-11-05,2,category_3
592,16936,2021-11-06,10,category_3
593,16936,2021-11-07,8,category_3
594,16936,2021-11-08,0,category_3
595,16936,2021-11-09,1,category_3
596,16936,2021-11-10,2,category_3
597,16936,2021-11-11,0,category_3
598,16936,2021-11-12,0,category_3
599,16936,2021-11-13,2,category_3
600,16936,2021-11-14,2,category_3
601,16936,2021-11-15,4,category_3
602,16936,2021-11-16,0,category_3
603,16936,2021-11-17,4,category_3
604,16936,2021-11-18,3,category_3
605,16936,2021-11-19,13,category_3
606,16936,2021-11-20,2,category_3
607,16936,2021-11-21,8,category_3
608,16936,2021-11-22,4,category_3
609,16936,2021-11-23,0,category_3
610,16936,2021-11-24,1,category_3
611,16936,2021-11-25,140,category_3
612,16936,2021-11-26,2,category_3
613,16936,2021-11-27,4,category_3
614,16936,2021-11-28,0,category_3
615,16936,2021-11-29,4,category_3
616,16936,2021-11-30,3,category_3
617,16936,2021-12-01,3,category_3
618,16936,2021-12-02,20,category_3
619,16936,2021-12-03,2,category_3
620,16936,2021-12-04,0,category_3
621,16936,2021-12-05,0,category_3
622,16936,2021-12-06,1,category_3
623,16936,2021-12-07,13,category_3
624,16936,2021-12-08,4,category_3
625,16936,2021-12-09,0,category_3
626,16936,2021-12-10,7,category_3
627,16936,2021-12-11,3,category_3
628,16936,2021-12-12,0,category_3
629,16936,2021-12-13,3,category_3
630,16936,2021-12-14,0,category_3
631,16936,2021-12-15,4,category_3
632,16936,2021-12-16,8,category_3
633,16936,2021-12-17,5,category_3
634,16936,2021-12-18,5,category_3
635,16936,2021-12-19,0,category_3
636,16936,2021-12-20,0,category_3
637,16936,2021-12-21,4,category_3
638,16936,2021-12-22,10,category_3
639,16936,2021-12-23,4,category_3
640,16936,2021-12-24,9,category_3
641,16936,2021-12-25,2,category_3
642,16936,2021-12-26,20,category_3
643,16936,2021-12-27,4,category_3
644,16936,2021-12-28,8,category_3
645,16936,2021-12-29,2,category_3
646,16936,2021-12-30,5,category_3
647,16936,2021-12-31,8,category_3
648,16936,2022-01-01,7,category_3
649,16936,2022-01-02,6,category_3
650,16936,2022-01-03,7,category_3
651,16936,2022-01-04,2,category_3
652,16936,2022-01-05,5,category_3
653,16936,2022-01-06,3,category_3
654,16936,2022-01-07,19,category_3
655,16936,2022-01-08,24,category_3
656,16936,2022-01-09,14,category_3
657,16936,2022-01-10,11,category_3
658,16936,2022-01-11,5,category_3
659,16936,2022-01-12,10,category_3
660,16936,2022-01-13,2,category_3
661,16936,2022-01-14,23,category_3
662,16936,2022-01-15,15,category_3
663,16936,2022-01-16,0,category_3
664,16936,2022-01-17,4,category_3
665,16936,2022-01-18,2,category_3
666,16936,2022-01-19,9,category_3
667,16936,2022-01-20,10,category_3
668,16936,2022-01-21,15,category_3
669,16936,2022-01-22,0,category_3
670,16936,2022-01-23,3,category_3
671,16936,2022-01-24,5,category_3
672,16936,2022-01-25,18,category_3
673,16936,2022-01-26,11,category_3
674,16936,2022-01-27,12,category_3
675,16936,2022-01-28,0,category_3
676,16936,2022-01-29,10,category_3
677,16936,2022-01-30,10,category_3
678,16936,2022-01-31,4,category_3
679,16936,2022-02-01,3,category_3
680,16936,2022-02-02,17,category_3
681,16936,2022-02-03,16,category_3
682,16936,2022-02-04,2,category_3
683,16936,2022-02-05,0,category_3
684,16936,2022-02-06,6,category_3
685,16936,2022-02-07,6,category_3
686,16936,2022-02-08,2,category_3
687,16936,2022-02-09,8,category_3
688,16936,2022-02-10,9,category_3
689,16936,2022-02-11,17,category_3
690,16936,2022-02-12,9,category_3
691,16936,2022-02-13,20,category_3
692,16936,2022-02-14,4,category_3
693,16936,2022-02-15,13,category_3
694,16936,2022-02-16,4,category_3
695,16936,2022-02-17,2,category_3
696,17287,2021-10-01,2,category_1
697,17287,2021-10-02,0,category_1
698,17287,2021-10-03,0,category_1
699,17287,2021-10-04,1,category_1
700,17287,2021-10-05,0,category_1
701,17287,2021-10-06,5,category_1
702,17287,2021-10-07,1,category_1
703,17287,2021-10-08,7,category_1
704,17287,2021-10-09,2,category_1
705,17287,2021-10-10,0,category_1
706,17287,2021-10-11,2,category_1
707,17287,2021-10-12,0,category_1
708,17287,2021-10-13,2,category_1
709,17287,2021-10-14,0,category_1
710,17287,2021-10-15,0,category_1
711,17287,2021-10-16,2,category_1
712,17287,2021-10-17,0,category_1
713,17287,2021-10-18,0,category_1
714,17287,2021-10-19,1,category_1
715,17287,2021-10-20,2,category_1
716,17287,2021-10-21,1,category_1
717,17287,2021-10-22,4,category_1
718,17287,2021-10-23,1,category_1
719,17287,2021-10-24,1,category_1
720,17287,2021-10-25,2,category_1
721,17287,2021-10-26,0,category_1
722,17287,2021-10-27,4,category_1
723,17287,2021-10-28,3,category_1
724,17287,2021-10-29,1,category_1
725,17287,2021-10-30,2,category_1
726,17287,2021-10-31,9,category_1
727,17287,2021-11-01,5,category_1
728,17287,2021-11-02,2,category_1
729,17287,2021-11-03,0,category_1
730,17287,2021-11-04,3,category_1
731,17287,2021-11-05,4,category_1
732,17287,2021-11-06,7,category_1
733,17287,2021-11-07,0,category_1
734,17287,2021-11-08,0,category_1
735,17287,2021-11-09,1,category_1
736,17287,2021-11-10,0,category_1
737,17287,2021-11-11,3,category_1
738,17287,2021-11-12,2,category_1
739,17287,2021-11-13,0,category_1
740,17287,2021-11-14,6,category_1
741,17287,2021-11-15,1,category_1
742,17287,2021-11-16,0,category_1
743,17287,2021-11-17,2,category_1
744,17287,2021-11-18,2,category_1
745,17287,2021-11-19,10,category_1
746,17287,2021-11-20,5,category_1
747,17287,2021-11-21,0,category_1
748,17287,2021-11-22,0,category_1
749,17287,2021-11-23,0,category_1
750,17287,2021-11-24,0,category_1
751,17287,2021-11-25,0,category_1
752,17287,2021-11-26,7,category_1
753,17287,2021-11-27,0,category_1
754,17287,2021-11-28,3,category_1
755,17287,2021-11-29,9,category_1
756,17287,2021-11-30,1,category_1
757,17287,2021-12-01,0,category_1
758,17287,2021-12-02,9,category_1
759,17287,2021-12-03,0,category_1
760,17287,2021-12-04,0,category_1
761,17287,2021-12-05,5,category_1
762,17287,2021-12-06,2,category_1
763,17287,2021-12-07,0,category_1
764,17287,2021-12-08,15,category_1
765,17287,2021-12-09,1,category_1
766,17287,2021-12-10,4,category_1
767,17287,2021-12-11,1,category_1
768,17287,2021-12-12,0,category_1
769,17287,2021-12-13,0,category_1
770,17287,2021-12-14,0,category_1
771,17287,2021-12-15,0,category_1
772,17287,2021-12-16,2,category_1
773,17287,2021-12-17,0,category_1
774,17287,2021-12-18,2,category_1
