,ItemCode,level_1,raw,interpolated
147,3427,2022-01-20,1.0,1.0
148,3427,2022-01-21,2.0,2.0
149,3427,2022-01-22,2.0,2.0
150,3427,2022-01-23,2.0,2.0
151,3427,2022-01-24,7.0,7.0
152,3427,2022-01-25,3.0,3.0
153,3427,2022-01-26,1.0,1.0
154,3427,2022-01-27,5.0,5.0
155,3427,2022-01-28,1.0,1.0
156,3427,2022-01-29,8.0,8.0
157,3427,2022-01-30,4.0,4.0
158,3427,2022-01-31,7.0,7.0
159,3427,2022-02-01,6.0,6.0
160,3427,2022-02-02,6.0,6.0
161,3427,2022-02-03,15.0,15.0
162,3427,2022-02-04,8.0,8.0
163,3427,2022-02-05,8.0,8.0
164,3427,2022-02-06,8.0,8.0
165,3427,2022-02-07,7.0,7.0
166,3427,2022-02-08,2.0,2.0
167,3427,2022-02-09,2.0,2.0
168,3427,2022-02-10,9.0,9.0
169,3427,2022-02-11,10.0,10.0
170,3427,2022-02-12,4.0,4.0
171,3427,2022-02-13,1.0,1.0
172,7666,2021-10-01,14.0,14.0
173,7666,2021-10-02,58.0,58.0
174,7666,2021-10-03,12.0,12.0
175,7666,2021-10-04,8.0,8.0
176,7666,2021-10-05,5.0,5.0
177,7666,2021-10-06,33.0,33.0
178,7666,2021-10-07,11.0,11.0
179,7666,2021-10-08,23.0,23.0
180,7666,2021-10-09,24.0,24.0
181,7666,2021-10-10,15.0,15.0
182,7666,2021-10-11,41.0,41.0
183,7666,2021-10-12,20.0,20.0
184,7666,2021-10-13,5.0,5.0
185,7666,2021-10-14,12.0,12.0
186,7666,2021-10-15,15.0,15.0
187,7666,2021-10-16,68.0,68.0
188,7666,2021-10-17,35.0,35.0
189,7666,2021-10-18,55.0,55.0
190,7666,2021-10-19,2.0,2.0
191,7666,2021-10-20,28.0,28.0
192,7666,2021-10-21,17.0,17.0
193,7666,2021-10-22,37.0,37.0
194,7666,2021-10-23,27.0,27.0
195,7666,2021-10-24,19.0,19.0
196,7666,2021-10-25,10.0,10.0
197,7666,2021-10-26,31.0,31.0
198,7666,2021-10-27,29.0,29.0
199,7666,2021-10-28,21.0,21.0
200,7666,2021-10-29,1.0,1.0
201,7666,2021-10-30,,11.56319814230515
202,7666,2021-10-31,2.0,2.0
203,7666,2021-11-01,,8.970474231498319
204,7666,2021-11-02,5.0,5.0
205,7666,2021-11-03,,7.521490677422392
206,7666,2021-11-04,6.0,6.0
207,7666,2021-11-05,,6.495150640285221
208,7666,2021-11-06,,6.03206640287857
209,7666,2021-11-07,4.0,4.0
210,7666,2021-11-08,5.0,5.0
211,7666,2021-11-09,3.0,3.0
212,7666,2021-11-10,,4.937192378991407
213,7666,2021-11-11,,4.875319527465823
214,7666,2021-11-12,,4.813446675940241
215,7666,2021-11-13,,4.751573824414658
216,7666,2021-11-14,2.0,2.0
217,7666,2021-11-15,3.0,3.0
218,7666,2021-11-16,2.0,2.0
219,7666,2021-11-17,,6.094619344167636
220,7666,2021-11-18,,6.861371152034694
221,7666,2021-11-19,8.0,8.0
222,7666,2021-11-20,15.0,15.0
223,7666,2021-11-21,2.0,2.0
224,7666,2021-11-22,6.0,6.0
225,7666,2021-11-23,14.0,14.0
226,7666,2021-11-24,,10.733117265318473
227,7666,2021-11-25,3.0,3.0
228,7666,2021-11-26,22.0,22.0
229,7666,2021-11-27,31.0,31.0
230,7666,2021-11-28,3.0,3.0
231,7666,2021-11-29,3.0,3.0
232,7666,2021-11-30,11.0,11.0
233,7666,2021-12-01,11.0,11.0
234,7666,2021-12-02,13.0,13.0
235,7666,2021-12-03,9.0,9.0
236,7666,2021-12-04,32.0,32.0
237,7666,2021-12-05,3.0,3.0
238,7666,2021-12-06,15.0,15.0
239,7666,2021-12-07,40.0,40.0
240,7666,2021-12-08,9.0,9.0
241,7666,2021-12-09,12.0,12.0
242,7666,2021-12-10,12.0,12.0
243,7666,2021-12-11,17.0,17.0
244,7666,2021-12-12,36.0,36.0
245,7666,2021-12-13,33.0,33.0
246,7666,2021-12-14,22.0,22.0
247,7666,2021-12-15,21.0,21.0
248,7666,2021-12-16,79.0,79.0
249,7666,2021-12-17,25.0,25.0
250,7666,2021-12-18,20.0,20.0
251,7666,2021-12-19,19.0,19.0
252,7666,2021-12-20,10.0,10.0
253,7666,2021-12-21,43.0,43.0
254,7666,2021-12-22,12.0,12.0
255,7666,2021-12-23,3.0,3.0
256,7666,2021-12-24,25.0,25.0
257,7666,2021-12-25,17.0,17.0
258,7666,2021-12-26,15.0,15.0
259,7666,2021-12-27,28.0,28.0
260,7666,2021-12-28,10.0,10.0
261,7666,2021-12-29,16.0,16.0
262,7666,2021-12-30,2.0,2.0
263,7666,2021-12-31,26.0,26.0
264,7666,2022-01-01,13.0,13.0
265,7666,2022-01-02,12.0,12.0
266,7666,2022-01-03,1.0,1.0
267,7666,2022-01-04,6.0,6.0
268,7666,2022-01-05,,7.245243617098129
269,7666,2022-01-06,6.0,6.0
270,7666,2022-01-07,,6.0460170410107
271,7666,2022-01-08,2.0,2.0
272,7666,2022-01-09,,5.274561835618886
273,7666,2022-01-10,,5.07064986288852
274,7666,2022-01-11,3.0,3.0
275,7666,2022-01-12,7.0,7.0
276,7666,2022-01-13,2.0,2.0
277,7666,2022-01-14,8.0,8.0
278,7666,2022-01-15,2.0,2.0
279,7666,2022-01-16,4.0,4.0
280,7666,2022-01-17,2.0,2.0
281,7666,2022-01-18,4.0,4.0
282,7666,2022-01-19,5.0,5.0
283,7666,2022-01-20,3.0,3.0
284,7666,2022-01-21,7.0,7.0
285,7666,2022-01-22,,5.682619955723512
286,7666,2022-01-23,7.0,7.0
287,7666,2022-01-24,5.0,5.0
288,7666,2022-01-25,,6.397221667956982
289,7666,2022-01-26,7.0,7.0
290,7666,2022-01-27,3.0,3.0
291,7666,2022-01-28,14.0,14.0
292,7666,2022-01-29,6.0,6.0
293,7666,2022-01-30,3.0,3.0
294,7666,2022-01-31,2.0,2.0
295,7666,2022-02-01,,9.65693851780142
296,7666,2022-02-02,36.0,36.0
297,7666,2022-02-03,,9.648917833953291
298,7666,2022-02-04,1.0,1.0
299,7666,2022-02-05,,7.7903555981936545
300,7666,2022-02-06,2.0,2.0
301,7666,2022-02-07,1.0,1.0
302,7666,2022-02-08,4.0,4.0
303,7666,2022-02-09,28.0,28.0
304,7666,2022-02-10,5.0,5.0
305,7666,2022-02-11,,7.430816658148427
306,7666,2022-02-12,1.0,1.0
307,9925,2021-10-03,1.0,1.0
308,9925,2021-10-04,3.0,3.0
309,9925,2021-10-05,1.0,1.0
310,9925,2021-10-06,2.0,2.0
311,9925,2021-10-07,,1.8959398592578294
312,9925,2021-10-08,,1.9768700504911845
313,9925,2021-10-09,2.0,2.0
314,9925,2021-10-10,1.0,1.0
315,9925,2021-10-11,,2.4647488357179372
316,9925,2021-10-12,1.0,1.0
317,9925,2021-10-13,8.0,8.0
318,9925,2021-10-14,,3.2152057764431836
319,9925,2021-10-15,2.0,2.0
320,9925,2021-10-16,,2.959532885885542
321,9925,2021-10-17,,2.927693620733535
322,9925,2021-10-18,5.0,5.0
323,9925,2021-10-19,1.0,1.0
324,9925,2021-10-20,3.0,3.0
325,9925,2021-10-21,1.0,1.0
326,9925,2021-10-22,2.0,2.0
327,9925,2021-10-23,1.0,1.0
328,9925,2021-10-24,,1.8298848774158383
329,9925,2021-10-25,,1.867455647270805
330,9925,2021-10-26,1.0,1.0
331,9925,2021-10-27,1.0,1.0
332,9925,2021-10-28,,2.5472048170301074
333,9925,2021-10-29,,2.9765402571285664
334,9925,2021-10-30,3.0,3.0
335,9925,2021-10-31,,3.913815165842972
336,9925,2021-11-01,9.0,9.0
337,9925,2021-11-02,,4.0430469553602
338,9925,2021-11-03,,3.6643392762614835
339,9925,2021-11-04,,3.2856315971627663
340,9925,2021-11-05,2.0,2.0
341,9925,2021-11-06,,2.7038559089572574
342,9925,2021-11-07,,2.500787899850465
343,9925,2021-11-08,2.0,2.0
344,9925,2021-11-09,2.0,2.0
345,9925,2021-11-10,2.0,2.0
346,9925,2021-11-11,2.0,2.0
347,9925,2021-11-12,1.0,1.0
348,9925,2021-11-13,2.0,2.0
349,9925,2021-11-14,,1.8390396113459526
350,9925,2021-11-15,1.0,1.0
351,9925,2021-11-16,1.0,1.0
352,9925,2021-11-17,,2.3636049089487328
353,9925,2021-11-18,4.0,4.0
354,9925,2021-11-19,,2.8338666322907327
355,9925,2021-11-20,4.0,4.0
356,9925,2021-11-21,3.0,3.0
357,9925,2021-11-22,3.0,3.0
358,9925,2021-11-23,3.0,3.0
359,9925,2021-11-24,2.0,2.0
360,9925,2021-11-25,2.0,2.0
361,9925,2021-11-26,1.0,1.0
362,9925,2021-11-27,1.0,1.0
363,9925,2021-11-28,,2.0790810546756235
364,9925,2021-11-29,2.0,2.0
365,9925,2021-11-30,4.0,4.0
366,9925,2021-12-01,1.0,1.0
367,9925,2021-12-02,3.0,3.0
368,9925,2021-12-03,,2.691780967205144
369,9925,2021-12-04,,2.802030652557908
370,9925,2021-12-05,,2.912280337910672
371,9925,2021-12-06,1.0,1.0
372,9925,2021-12-07,,3.5244735417582898
373,9925,2021-12-08,3.0,3.0
374,9925,2021-12-09,11.0,11.0
375,9925,2021-12-10,,4.21303199682984
376,9925,2021-12-11,5.0,5.0
377,9925,2021-12-12,1.0,1.0
378,9925,2021-12-13,1.0,1.0
379,9925,2021-12-14,1.0,1.0
380,9925,2021-12-15,3.0,3.0
381,9925,2021-12-16,2.0,2.0
382,9925,2021-12-17,,3.0130517389516185
383,9925,2021-12-18,3.0,3.0
384,9925,2021-12-19,5.0,5.0
385,9925,2021-12-20,,3.631982472240267
386,9925,2021-12-21,6.0,6.0
387,9925,2021-12-22,3.0,3.0
388,9925,2021-12-23,2.0,2.0
389,9925,2021-12-24,2.0,2.0
390,9925,2021-12-25,3.0,3.0
391,9925,2021-12-26,1.0,1.0
392,9925,2021-12-27,2.0,2.0
393,9925,2021-12-28,6.0,6.0
394,9925,2021-12-29,4.0,4.0
395,9925,2021-12-30,2.0,2.0
396,9925,2021-12-31,2.0,2.0
397,9925,2022-01-01,2.0,2.0
398,9925,2022-01-02,1.0,1.0
399,9925,2022-01-03,2.0,2.0
400,9925,2022-01-04,,1.6990478306402361
401,9925,2022-01-05,1.0,1.0
402,9925,2022-01-06,,1.6314856287041837
403,9925,2022-01-07,1.0,1.0
404,9925,2022-01-08,2.0,2.0
405,9925,2022-01-09,2.0,2.0
406,9925,2022-01-10,,2.0236976964276323
407,9925,2022-01-11,4.0,4.0
408,9925,2022-01-12,1.0,1.0
409,9925,2022-01-13,1.0,1.0
410,9925,2022-01-14,,1.815813660081699
411,9925,2022-01-15,1.0,1.0
412,9925,2022-01-16,2.0,2.0
413,9925,2022-01-17,4.0,4.0
414,9925,2022-01-18,2.0,2.0
415,9925,2022-01-19,1.0,1.0
416,9925,2022-01-20,4.0,4.0
417,9925,2022-01-21,,2.2541501459383513
418,9925,2022-01-22,2.0,2.0
419,9925,2022-01-23,1.0,1.0
420,9925,2022-01-24,2.0,2.0
421,9925,2022-01-25,,2.2478146905782914
422,9925,2022-01-26,2.0,2.0
423,9925,2022-01-27,5.0,5.0
424,9925,2022-01-28,,2.286487619513981
425,9925,2022-01-29,1.0,1.0
426,9925,2022-01-30,,1.9264516534525975
427,9925,2022-01-31,,1.8441170995513603
428,9925,2022-02-01,1.0,1.0
429,9925,2022-02-02,1.0,1.0
430,9925,2022-02-03,2.0,2.0
431,9925,2022-02-04,2.0,2.0
432,9925,2022-02-05,2.0,2.0
433,9925,2022-02-06,,2.9824204427432024
434,9925,2022-02-07,1.0,1.0
435,9925,2022-02-08,13.0,13.0
436,9925,2022-02-09,1.0,1.0
437,9925,2022-02-10,4.0,4.0
438,9925,2022-02-11,1.0,1.0
439,9925,2022-02-12,1.0,1.0
440,16936,2021-10-01,4.0,4.0
441,16936,2021-10-02,1.0,1.0
442,16936,2021-10-03,4.0,4.0
443,16936,2021-10-04,1.0,1.0
444,16936,2021-10-05,,4.498560706689144
445,16936,2021-10-06,,5.258814022105563
446,16936,2021-10-07,21.0,21.0
447,16936,2021-10-08,2.0,2.0
448,16936,2021-10-09,1.0,1.0
449,16936,2021-10-10,,5.457937945332258
450,16936,2021-10-11,5.0,5.0
451,16936,2021-10-12,9.0,9.0
452,16936,2021-10-13,2.0,2.0
453,16936,2021-10-14,8.0,8.0
454,16936,2021-10-15,8.0,8.0
455,16936,2021-10-16,8.0,8.0
456,16936,2021-10-17,,5.782337198343686
457,16936,2021-10-18,8.0,8.0
458,16936,2021-10-19,1.0,1.0
459,16936,2021-10-20,2.0,2.0
460,16936,2021-10-21,4.0,4.0
461,16936,2021-10-22,6.0,6.0
462,16936,2021-10-23,,5.5779985458995975
463,16936,2021-10-24,10.0,10.0
464,16936,2021-10-25,1.0,1.0
465,16936,2021-10-26,10.0,10.0
466,16936,2021-10-27,6.0,6.0
467,16936,2021-10-28,,5.556402859429551
468,16936,2021-10-29,4.0,4.0
469,16936,2021-10-30,,5.373015369733452
470,16936,2021-10-31,,5.340727428202636
471,16936,2021-11-01,2.0,2.0
472,16936,2021-11-02,10.0,10.0
473,16936,2021-11-03,2.0,2.0
474,16936,2021-11-04,9.0,9.0
475,16936,2021-11-05,2.0,2.0
476,16936,2021-11-06,10.0,10.0
477,16936,2021-11-07,8.0,8.0
478,16936,2021-11-08,,5.002493456353512
479,16936,2021-11-09,1.0,1.0
480,16936,2021-11-10,2.0,2.0
481,16936,2021-11-11,,4.551301391312097
482,16936,2021-11-12,,4.640587132636116
483,16936,2021-11-13,2.0,2.0
484,16936,2021-11-14,2.0,2.0
485,16936,2021-11-15,4.0,4.0
486,16936,2021-11-16,,6.343471875418524
487,16936,2021-11-17,4.0,4.0
488,16936,2021-11-18,3.0,3.0
489,16936,2021-11-19,13.0,13.0
490,16936,2021-11-20,2.0,2.0
491,16936,2021-11-21,8.0,8.0
492,16936,2021-11-22,4.0,4.0
493,16936,2021-11-23,,17.616002210328006
494,16936,2021-11-24,1.0,1.0
495,16936,2021-11-25,140.0,140.0
496,16936,2021-11-26,2.0,2.0
497,16936,2021-11-27,4.0,4.0
498,16936,2021-11-28,,14.846124757852694
499,16936,2021-11-29,4.0,4.0
500,16936,2021-11-30,3.0,3.0
501,16936,2021-12-01,3.0,3.0
502,16936,2021-12-02,20.0,20.0
503,16936,2021-12-03,2.0,2.0
504,16936,2021-12-04,,8.252647205982925
505,16936,2021-12-05,,7.713374005182494
506,16936,2021-12-06,1.0,1.0
507,16936,2021-12-07,13.0,13.0
508,16936,2021-12-08,4.0,4.0
509,16936,2021-12-09,,6.357892912875579
510,16936,2021-12-10,7.0,7.0
511,16936,2021-12-11,3.0,3.0
512,16936,2021-12-12,,5.56640762519958
513,16936,2021-12-13,3.0,3.0
514,16936,2021-12-14,,5.496506548297586
515,16936,2021-12-15,4.0,4.0
516,16936,2021-12-16,8.0,8.0
517,16936,2021-12-17,5.0,5.0
518,16936,2021-12-18,5.0,5.0
519,16936,2021-12-19,,6.0000891454296
520,16936,2021-12-20,,6.148564949034547
521,16936,2021-12-21,4.0,4.0
522,16936,2021-12-22,10.0,10.0
523,16936,2021-12-23,4.0,4.0
524,16936,2021-12-24,9.0,9.0
525,16936,2021-12-25,2.0,2.0
526,16936,2021-12-26,20.0,20.0
527,16936,2021-12-27,4.0,4.0
528,16936,2021-12-28,8.0,8.0
529,16936,2021-12-29,2.0,2.0
530,16936,2021-12-30,5.0,5.0
531,16936,2021-12-31,8.0,8.0
532,16936,2022-01-01,7.0,7.0
533,16936,2022-01-02,6.0,6.0
534,16936,2022-01-03,7.0,7.0
535,16936,2022-01-04,2.0,2.0
536,16936,2022-01-05,5.0,5.0
537,16936,2022-01-06,3.0,3.0
538,16936,2022-01-07,19.0,19.0
539,16936,2022-01-08,24.0,24.0
540,16936,2022-01-09,14.0,14.0
541,16936,2022-01-10,11.0,11.0
542,16936,2022-01-11,5.0,5.0
543,16936,2022-01-12,10.0,10.0
544,16936,2022-01-13,2.0,2.0
545,16936,2022-01-14,23.0,23.0
546,16936,2022-01-15,15.0,15.0
547,16936,2022-01-16,,9.822529642118921
548,16936,2022-01-17,4.0,4.0
549,16936,2022-01-18,2.0,2.0
550,16936,2022-01-19,9.0,9.0
551,16936,2022-01-20,10.0,10.0
552,16936,2022-01-21,15.0,15.0
553,16936,2022-01-22,,9.354417726424533
554,16936,2022-01-23,3.0,3.0
555,16936,2022-01-24,5.0,5.0
556,16936,2022-01-25,18.0,18.0
557,16936,2022-01-26,11.0,11.0
558,16936,2022-01-27,12.0,12.0
559,16936,2022-01-28,,9.71970055285887
560,16936,2022-01-29,10.0,10.0
561,16936,2022-01-30,10.0,10.0
562,16936,2022-01-31,4.0,4.0
563,16936,2022-02-01,3.0,3.0
564,16936,2022-02-02,17.0,17.0
565,16936,2022-02-03,16.0,16.0
566,16936,2022-02-04,2.0,2.0
567,16936,2022-02-05,,8.345829610560806
568,16936,2022-02-06,6.0,6.0
569,16936,2022-02-07,6.0,6.0
570,16936,2022-02-08,2.0,2.0
571,16936,2022-02-09,8.0,8.0
572,16936,2022-02-10,9.0,9.0
573,16936,2022-02-11,17.0,17.0
574,16936,2022-02-12,9.0,9.0
575,16936,2022-02-13,20.0,20.0
576,17296,2022-01-19,94.0,94.0
577,17296,2022-01-20,66.0,66.0
578,17296,2022-01-21,36.0,36.0
579,17296,2022-01-22,51.0,51.0
580,17296,2022-01-23,49.0,49.0
581,17296,2022-01-24,44.0,44.0
582,17296,2022-01-25,34.0,34.0
583,17296,2022-01-26,40.0,40.0
584,17296,2022-01-27,44.0,44.0
585,17296,2022-01-28,28.0,28.0
586,17296,2022-01-29,72.0,72.0
587,17296,2022-01-30,39.0,39.0
588,17296,2022-01-31,46.0,46.0
589,17296,2022-02-01,58.0,58.0
590,17296,2022-02-02,85.0,85.0
591,17296,2022-02-03,91.0,91.0
592,17296,2022-02-04,43.0,43.0
593,17296,2022-02-05,222.0,222.0
594,17296,2022-02-06,29.0,29.0
595,17296,2022-02-07,48.0,48.0
596,17296,2022-02-08,21.0,21.0
597,17296,2022-02-09,34.0,34.0
598,17296,2022-02-10,74.0,74.0
599,17296,2022-02-11,56.0,56.0
600,17296,2022-02-12,51.0,51.0
601,17296,2022-02-13,47.0,47.0
602,20824,2021-11-12,24.0,24.0
603,20824,2021-11-13,12.0,12.0
604,20824,2021-11-14,12.0,12.0
605,20824,2021-11-15,18.0,18.0
606,20824,2021-11-16,21.0,21.0
607,20824,2021-11-17,16.0,16.0
608,20824,2021-11-18,13.0,13.0
609,20824,2021-11-19,19.0,19.0
610,20824,2021-11-20,17.0,17.0
611,20824,2021-11-21,36.0,36.0
612,20824,2021-11-22,18.0,18.0
613,20824,2021-11-23,17.0,17.0
614,20824,2021-11-24,21.0,21.0
615,20824,2021-11-25,15.0,15.0
616,20824,2021-11-26,24.0,24.0
617,20824,2021-11-27,21.0,21.0
618,20824,2021-11-28,18.0,18.0
619,20824,2021-11-29,12.0,12.0
620,20824,2021-11-30,21.0,21.0
621,20824,2021-12-01,13.0,13.0
622,20824,2021-12-02,25.0,25.0
623,20824,2021-12-03,15.0,15.0
624,20824,2021-12-04,13.0,13.0
625,20824,2021-12-05,16.0,16.0
626,20824,2021-12-06,19.0,19.0
627,20824,2021-12-07,13.0,13.0
628,20824,2021-12-08,15.0,15.0
629,20824,2021-12-09,25.0,25.0
630,20824,2021-12-10,20.0,20.0
631,20824,2021-12-11,13.0,13.0
632,20824,2021-12-12,17.0,17.0
633,20824,2021-12-13,9.0,9.0
634,20824,2021-12-14,14.0,14.0
635,20824,2021-12-15,8.0,8.0
636,20824,2021-12-16,27.0,27.0
637,20824,2021-12-17,10.0,10.0
638,20824,2021-12-18,13.0,13.0
639,20824,2021-12-19,22.0,22.0
640,20824,2021-12-20,25.0,25.0
641,20824,2021-12-21,10.0,10.0
642,20824,2021-12-22,26.0,26.0
643,20824,2021-12-23,17.0,17.0
644,20824,2021-12-24,20.0,20.0
645,20824,2021-12-25,11.0,11.0
646,20824,2021-12-26,10.0,10.0
647,20824,2021-12-27,11.0,11.0
648,20824,2021-12-28,12.0,12.0
649,20824,2021-12-29,12.0,12.0
650,20824,2021-12-30,23.0,23.0
651,20824,2021-12-31,26.0,26.0
652,20824,2022-01-01,12.0,12.0
653,20824,2022-01-02,20.0,20.0
654,20824,2022-01-03,12.0,12.0
655,20824,2022-01-04,8.0,8.0
656,20824,2022-01-05,14.0,14.0
657,20824,2022-01-06,5.0,5.0
658,20824,2022-01-07,18.0,18.0
659,20824,2022-01-08,21.0,21.0
660,20824,2022-01-09,13.0,13.0
661,20824,2022-01-10,17.0,17.0
662,20824,2022-01-11,12.0,12.0
663,20824,2022-01-12,29.0,29.0
664,20824,2022-01-13,22.0,22.0
665,20824,2022-01-14,10.0,10.0
666,20824,2022-01-15,17.0,17.0
667,20824,2022-01-16,19.0,19.0
668,20824,2022-01-17,12.0,12.0
669,20824,2022-01-18,22.0,22.0
670,20824,2022-01-19,4.0,4.0
671,20824,2022-01-20,19.0,19.0
672,20824,2022-01-21,10.0,10.0
673,20824,2022-01-22,13.0,13.0
674,20824,2022-01-23,14.0,14.0
675,20824,2022-01-24,24.0,24.0
676,20824,2022-01-25,25.0,25.0
677,20824,2022-01-26,13.0,13.0
678,20824,2022-01-27,16.0,16.0
679,20824,2022-01-28,8.0,8.0
680,20824,2022-01-29,14.0,14.0
681,20824,2022-01-30,22.0,22.0
682,20824,2022-01-31,18.0,18.0
683,20824,2022-02-01,20.0,20.0
684,20824,2022-02-02,21.0,21.0
685,20824,2022-02-03,22.0,22.0
686,20824,2022-02-04,19.0,19.0
687,20824,2022-02-05,20.0,20.0
688,20824,2022-02-06,16.0,16.0
689,20824,2022-02-07,17.0,17.0
690,20824,2022-02-08,26.0,26.0
691,20824,2022-02-09,10.0,10.0
