ItemCode,Date,DailySales,CategoryCode
3427,2022-01-05,5.0,category_1
3427,2022-01-06,5.0,category_1
3427,2022-01-07,44.0,category_1
3427,2022-01-08,3.0,category_1
3427,2022-01-09,3.0,category_1
3427,2022-01-10,4.0,category_1
3427,2022-01-11,13.0,category_1
3427,2022-01-12,,category_1
3427,2022-01-13,9.0,category_1
3427,2022-01-14,2.0,category_1
3427,2022-01-15,3.0,category_1
3427,2022-01-16,1.0,category_1
3427,2022-01-17,9.0,category_1
3427,2022-01-18,9.0,category_1
3427,2022-01-19,9.0,category_1
3427,2022-01-20,1.0,category_1
3427,2022-01-21,2.0,category_1
3427,2022-01-22,2.0,category_1
3427,2022-01-23,2.0,category_1
3427,2022-01-24,7.0,category_1
3427,2022-01-25,3.0,category_1
3427,2022-01-26,1.0,category_1
3427,2022-01-27,5.0,category_1
3427,2022-01-28,1.0,category_1
3427,2022-01-29,8.0,category_1
3427,2022-01-30,4.0,category_1
3427,2022-01-31,7.0,category_1
3427,2022-02-01,6.0,category_1
3427,2022-02-02,6.0,category_1
3427,2022-02-03,15.0,category_1
3427,2022-02-04,8.0,category_1
3427,2022-02-05,8.0,category_1
3427,2022-02-06,8.0,category_1
3427,2022-02-07,7.0,category_1
3427,2022-02-08,2.0,category_1
3427,2022-02-09,2.0,category_1
3427,2022-02-10,9.0,category_1
3427,2022-02-11,10.0,category_1
3427,2022-02-12,4.0,category_1
3427,2022-02-13,1.0,category_1
7666,2021-10-01,14.0,category_3
7666,2021-10-02,58.0,category_3
7666,2021-10-03,12.0,category_3
7666,2021-10-04,8.0,category_3
7666,2021-10-05,5.0,category_3
7666,2021-10-06,33.0,category_3
7666,2021-10-07,11.0,category_3
7666,2021-10-08,23.0,category_3
7666,2021-10-09,24.0,category_3
7666,2021-10-10,15.0,category_3
7666,2021-10-11,41.0,category_3
7666,2021-10-12,20.0,category_3
7666,2021-10-13,5.0,category_3
7666,2021-10-14,12.0,category_3
7666,2021-10-15,15.0,category_3
7666,2021-10-16,68.0,category_3
7666,2021-10-17,35.0,category_3
7666,2021-10-18,55.0,category_3
7666,2021-10-19,2.0,category_3
7666,2021-10-20,28.0,category_3
7666,2021-10-21,17.0,category_3
7666,2021-10-22,37.0,category_3
7666,2021-10-23,27.0,category_3
7666,2021-10-24,19.0,category_3
7666,2021-10-25,10.0,category_3
7666,2021-10-26,31.0,category_3
7666,2021-10-27,29.0,category_3
7666,2021-10-28,21.0,category_3
7666,2021-10-29,1.0,category_3
7666,2021-10-30,,category_3
7666,2021-10-31,2.0,category_3
7666,2021-11-01,,category_3
7666,2021-11-02,5.0,category_3
7666,2021-11-03,,category_3
7666,2021-11-04,6.0,category_3
7666,2021-11-05,,category_3
7666,2021-11-06,,category_3
7666,2021-11-07,4.0,category_3
7666,2021-11-08,5.0,category_3
7666,2021-11-09,3.0,category_3
7666,2021-11-10,,category_3
7666,2021-11-11,,category_3
7666,2021-11-12,,category_3
7666,2021-11-13,,category_3
7666,2021-11-14,2.0,category_3
7666,2021-11-15,3.0,category_3
7666,2021-11-16,2.0,category_3
7666,2021-11-17,,category_3
7666,2021-11-18,,category_3
7666,2021-11-19,8.0,category_3
7666,2021-11-20,15.0,category_3
7666,2021-11-21,2.0,category_3
7666,2021-11-22,6.0,category_3
7666,2021-11-23,14.0,category_3
7666,2021-11-24,,category_3
7666,2021-11-25,3.0,category_3
7666,2021-11-26,22.0,category_3
7666,2021-11-27,31.0,category_3
7666,2021-11-28,3.0,category_3
7666,2021-11-29,3.0,category_3
7666,2021-11-30,11.0,category_3
7666,2021-12-01,11.0,category_3
7666,2021-12-02,13.0,category_3
7666,2021-12-03,9.0,category_3
7666,2021-12-04,32.0,category_3
7666,2021-12-05,3.0,category_3
7666,2021-12-06,15.0,category_3
7666,2021-12-07,40.0,category_3
7666,2021-12-08,9.0,category_3
7666,2021-12-09,12.0,category_3
7666,2021-12-10,12.0,category_3
7666,2021-12-11,17.0,category_3
7666,2021-12-12,36.0,category_3
7666,2021-12-13,33.0,category_3
7666,2021-12-14,22.0,category_3
7666,2021-12-15,21.0,category_3
7666,2021-12-16,79.0,category_3
7666,2021-12-17,25.0,category_3
7666,2021-12-18,20.0,category_3
7666,2021-12-19,19.0,category_3
7666,2021-12-20,10.0,category_3
7666,2021-12-21,43.0,category_3
7666,2021-12-22,12.0,category_3
7666,2021-12-23,3.0,category_3
7666,2021-12-24,25.0,category_3
7666,2021-12-25,17.0,category_3
7666,2021-12-26,15.0,category_3
7666,2021-12-27,28.0,category_3
7666,2021-12-28,10.0,category_3
7666,2021-12-29,16.0,category_3
7666,2021-12-30,2.0,category_3
7666,2021-12-31,26.0,category_3
7666,2022-01-01,13.0,category_3
7666,2022-01-02,12.0,category_3
7666,2022-01-03,1.0,category_3
7666,2022-01-04,6.0,category_3
7666,2022-01-05,,category_3
7666,2022-01-06,6.0,category_3
7666,2022-01-07,,category_3
7666,2022-01-08,2.0,category_3
7666,2022-01-09,,category_3
7666,2022-01-10,,category_3
7666,2022-01-11,3.0,category_3
7666,2022-01-12,7.0,category_3
7666,2022-01-13,2.0,category_3
7666,2022-01-14,8.0,category_3
7666,2022-01-15,2.0,category_3
7666,2022-01-16,4.0,category_3
7666,2022-01-17,2.0,category_3
7666,2022-01-18,4.0,category_3
7666,2022-01-19,5.0,category_3
7666,2022-01-20,3.0,category_3
7666,2022-01-21,7.0,category_3
7666,2022-01-22,,category_3
7666,2022-01-23,7.0,category_3
7666,2022-01-24,5.0,category_3
7666,2022-01-25,,category_3
7666,2022-01-26,7.0,category_3
7666,2022-01-27,3.0,category_3
7666,2022-01-28,14.0,category_3
7666,2022-01-29,6.0,category_3
7666,2022-01-30,3.0,category_3
7666,2022-01-31,2.0,category_3
7666,2022-02-01,,category_3
7666,2022-02-02,36.0,category_3
7666,2022-02-03,,category_3
7666,2022-02-04,1.0,category_3
7666,2022-02-05,,category_3
7666,2022-02-06,2.0,category_3
7666,2022-02-07,1.0,category_3
7666,2022-02-08,4.0,category_3
7666,2022-02-09,28.0,category_3
7666,2022-02-10,5.0,category_3
7666,2022-02-11,,category_3
7666,2022-02-12,1.0,category_3
9925,2021-10-03,1.0,category_2
9925,2021-10-04,3.0,category_2
9925,2021-10-05,1.0,category_2
9925,2021-10-06,2.0,category_2
9925,2021-10-07,,category_2
9925,2021-10-08,,category_2
9925,2021-10-09,2.0,category_2
9925,2021-10-10,1.0,category_2
9925,2021-10-11,,category_2
9925,2021-10-12,1.0,category_2
9925,2021-10-13,8.0,category_2
9925,2021-10-14,,category_2
9925,2021-10-15,2.0,category_2
9925,2021-10-16,,category_2
9925,2021-10-17,,category_2
9925,2021-10-18,5.0,category_2
9925,2021-10-19,1.0,category_2
9925,2021-10-20,3.0,category_2
9925,2021-10-21,1.0,category_2
9925,2021-10-22,2.0,category_2
9925,2021-10-23,1.0,category_2
9925,2021-10-24,,category_2
9925,2021-10-25,,category_2
9925,2021-10-26,1.0,category_2
9925,2021-10-27,1.0,category_2
9925,2021-10-28,,category_2
9925,2021-10-29,,category_2
9925,2021-10-30,3.0,category_2
9925,2021-10-31,,category_2
9925,2021-11-01,9.0,category_2
9925,2021-11-02,,category_2
9925,2021-11-03,,category_2
9925,2021-11-04,,category_2
9925,2021-11-05,2.0,category_2
9925,2021-11-06,,category_2
9925,2021-11-07,,category_2
9925,2021-11-08,2.0,category_2
9925,2021-11-09,2.0,category_2
9925,2021-11-10,2.0,category_2
9925,2021-11-11,2.0,category_2
9925,2021-11-12,1.0,category_2
9925,2021-11-13,2.0,category_2
9925,2021-11-14,,category_2
9925,2021-11-15,1.0,category_2
9925,2021-11-16,1.0,category_2
9925,2021-11-17,,category_2
9925,2021-11-18,4.0,category_2
9925,2021-11-19,,category_2
9925,2021-11-20,4.0,category_2
9925,2021-11-21,3.0,category_2
9925,2021-11-22,3.0,category_2
9925,2021-11-23,3.0,category_2
9925,2021-11-24,2.0,category_2
9925,2021-11-25,2.0,category_2
9925,2021-11-26,1.0,category_2
9925,2021-11-27,1.0,category_2
9925,2021-11-28,,category_2
9925,2021-11-29,2.0,category_2
9925,2021-11-30,4.0,category_2
9925,2021-12-01,1.0,category_2
9925,2021-12-02,3.0,category_2
9925,2021-12-03,,category_2
9925,2021-12-04,,category_2
9925,2021-12-05,,category_2
9925,2021-12-06,1.0,category_2
9925,2021-12-07,,category_2
9925,2021-12-08,3.0,category_2
9925,2021-12-09,11.0,category_2
9925,2021-12-10,,category_2
9925,2021-12-11,5.0,category_2
9925,2021-12-12,1.0,category_2
9925,2021-12-13,1.0,category_2
9925,2021-12-14,1.0,category_2
9925,2021-12-15,3.0,category_2
9925,2021-12-16,2.0,category_2
9925,2021-12-17,,category_2
9925,2021-12-18,3.0,category_2
9925,2021-12-19,5.0,category_2
9925,2021-12-20,,category_2
9925,2021-12-21,6.0,category_2
9925,2021-12-22,3.0,category_2
9925,2021-12-23,2.0,category_2
9925,2021-12-24,2.0,category_2
9925,2021-12-25,3.0,category_2
9925,2021-12-26,1.0,category_2
9925,2021-12-27,2.0,category_2
9925,2021-12-28,6.0,category_2
9925,2021-12-29,4.0,category_2
9925,2021-12-30,2.0,category_2
9925,2021-12-31,2.0,category_2
9925,2022-01-01,2.0,category_2
9925,2022-01-02,1.0,category_2
9925,2022-01-03,2.0,category_2
9925,2022-01-04,,category_2
9925,2022-01-05,1.0,category_2
9925,2022-01-06,,category_2
9925,2022-01-07,1.0,category_2
9925,2022-01-08,2.0,category_2
9925,2022-01-09,2.0,category_2
9925,2022-01-10,,category_2
9925,2022-01-11,4.0,category_2
9925,2022-01-12,1.0,category_2
9925,2022-01-13,1.0,category_2
9925,2022-01-14,,category_2
9925,2022-01-15,1.0,category_2
9925,2022-01-16,2.0,category_2
9925,2022-01-17,4.0,category_2
9925,2022-01-18,2.0,category_2
9925,2022-01-19,1.0,category_2
9925,2022-01-20,4.0,category_2
9925,2022-01-21,,category_2
9925,2022-01-22,2.0,category_2
9925,2022-01-23,1.0,category_2
9925,2022-01-24,2.0,category_2
9925,2022-01-25,,category_2
9925,2022-01-26,2.0,category_2
9925,2022-01-27,5.0,category_2
9925,2022-01-28,,category_2
9925,2022-01-29,1.0,category_2
9925,2022-01-30,,category_2
9925,2022-01-31,,category_2
9925,2022-02-01,1.0,category_2
9925,2022-02-02,1.0,category_2
9925,2022-02-03,2.0,category_2
9925,2022-02-04,2.0,category_2
9925,2022-02-05,2.0,category_2
9925,2022-02-06,,category_2
9925,2022-02-07,1.0,category_2
9925,2022-02-08,13.0,category_2
9925,2022-02-09,1.0,category_2
9925,2022-02-10,4.0,category_2
9925,2022-02-11,1.0,category_2
9925,2022-02-12,1.0,category_2
16936,2021-10-01,4.0,category_3
16936,2021-10-02,1.0,category_3
16936,2021-10-03,4.0,category_3
16936,2021-10-04,1.0,category_3
16936,2021-10-05,,category_3
16936,2021-10-06,,category_3
16936,2021-10-07,21.0,category_3
16936,2021-10-08,2.0,category_3
16936,2021-10-09,1.0,category_3
16936,2021-10-10,,category_3
16936,2021-10-11,5.0,category_3
16936,2021-10-12,9.0,category_3
16936,2021-10-13,2.0,category_3
16936,2021-10-14,8.0,category_3
16936,2021-10-15,8.0,category_3
16936,2021-10-16,8.0,category_3
16936,2021-10-17,,category_3
16936,2021-10-18,8.0,category_3
16936,2021-10-19,1.0,category_3
16936,2021-10-20,2.0,category_3
16936,2021-10-21,4.0,category_3
16936,2021-10-22,6.0,category_3
16936,2021-10-23,,category_3
16936,2021-10-24,10.0,category_3
16936,2021-10-25,1.0,category_3
16936,2021-10-26,10.0,category_3
16936,2021-10-27,6.0,category_3
16936,2021-10-28,,category_3
16936,2021-10-29,4.0,category_3
16936,2021-10-30,,category_3
16936,2021-10-31,,category_3
16936,2021-11-01,2.0,category_3
16936,2021-11-02,10.0,category_3
16936,2021-11-03,2.0,category_3
16936,2021-11-04,9.0,category_3
16936,2021-11-05,2.0,category_3
16936,2021-11-06,10.0,category_3
16936,2021-11-07,8.0,category_3
16936,2021-11-08,,category_3
16936,2021-11-09,1.0,category_3
16936,2021-11-10,2.0,category_3
16936,2021-11-11,,category_3
16936,2021-11-12,,category_3
16936,2021-11-13,2.0,category_3
16936,2021-11-14,2.0,category_3
16936,2021-11-15,4.0,category_3
16936,2021-11-16,,category_3
16936,2021-11-17,4.0,category_3
16936,2021-11-18,3.0,category_3
16936,2021-11-19,13.0,category_3
16936,2021-11-20,2.0,category_3
16936,2021-11-21,8.0,category_3
16936,2021-11-22,4.0,category_3
16936,2021-11-23,,category_3
16936,2021-11-24,1.0,category_3
16936,2021-11-25,140.0,category_3
16936,2021-11-26,2.0,category_3
16936,2021-11-27,4.0,category_3
16936,2021-11-28,,category_3
16936,2021-11-29,4.0,category_3
16936,2021-11-30,3.0,category_3
16936,2021-12-01,3.0,category_3
16936,2021-12-02,20.0,category_3
16936,2021-12-03,2.0,category_3
16936,2021-12-04,,category_3
16936,2021-12-05,,category_3
16936,2021-12-06,1.0,category_3
16936,2021-12-07,13.0,category_3
16936,2021-12-08,4.0,category_3
16936,2021-12-09,,category_3
16936,2021-12-10,7.0,category_3
16936,2021-12-11,3.0,category_3
16936,2021-12-12,,category_3
16936,2021-12-13,3.0,category_3
16936,2021-12-14,,category_3
16936,2021-12-15,4.0,category_3
16936,2021-12-16,8.0,category_3
16936,2021-12-17,5.0,category_3
16936,2021-12-18,5.0,category_3
16936,2021-12-19,,category_3
16936,2021-12-20,,category_3
16936,2021-12-21,4.0,category_3
16936,2021-12-22,10.0,category_3
16936,2021-12-23,4.0,category_3
16936,2021-12-24,9.0,category_3
16936,2021-12-25,2.0,category_3
16936,2021-12-26,20.0,category_3
16936,2021-12-27,4.0,category_3
16936,2021-12-28,8.0,category_3
16936,2021-12-29,2.0,category_3
16936,2021-12-30,5.0,category_3
16936,2021-12-31,8.0,category_3
16936,2022-01-01,7.0,category_3
16936,2022-01-02,6.0,category_3
16936,2022-01-03,7.0,category_3
16936,2022-01-04,2.0,category_3
16936,2022-01-05,5.0,category_3
16936,2022-01-06,3.0,category_3
16936,2022-01-07,19.0,category_3
16936,2022-01-08,24.0,category_3
16936,2022-01-09,14.0,category_3
16936,2022-01-10,11.0,category_3
16936,2022-01-11,5.0,category_3
16936,2022-01-12,10.0,category_3
16936,2022-01-13,2.0,category_3
16936,2022-01-14,23.0,category_3
16936,2022-01-15,15.0,category_3
16936,2022-01-16,,category_3
16936,2022-01-17,4.0,category_3
16936,2022-01-18,2.0,category_3
16936,2022-01-19,9.0,category_3
16936,2022-01-20,10.0,category_3
16936,2022-01-21,15.0,category_3
16936,2022-01-22,,category_3
16936,2022-01-23,3.0,category_3
16936,2022-01-24,5.0,category_3
16936,2022-01-25,18.0,category_3
16936,2022-01-26,11.0,category_3
16936,2022-01-27,12.0,category_3
16936,2022-01-28,,category_3
16936,2022-01-29,10.0,category_3
16936,2022-01-30,10.0,category_3
16936,2022-01-31,4.0,category_3
16936,2022-02-01,3.0,category_3
16936,2022-02-02,17.0,category_3
16936,2022-02-03,16.0,category_3
16936,2022-02-04,2.0,category_3
16936,2022-02-05,,category_3
16936,2022-02-06,6.0,category_3
16936,2022-02-07,6.0,category_3
16936,2022-02-08,2.0,category_3
16936,2022-02-09,8.0,category_3
16936,2022-02-10,9.0,category_3
16936,2022-02-11,17.0,category_3
16936,2022-02-12,9.0,category_3
16936,2022-02-13,20.0,category_3
17287,2021-10-01,2.0,category_1
17287,2021-10-02,,category_1
17287,2021-10-03,,category_1
17287,2021-10-04,1.0,category_1
17287,2021-10-05,,category_1
17287,2021-10-06,5.0,category_1
17287,2021-10-07,1.0,category_1
17287,2021-10-08,7.0,category_1
17287,2021-10-09,2.0,category_1
17287,2021-10-10,,category_1
17287,2021-10-11,2.0,category_1
17287,2021-10-12,,category_1
17287,2021-10-13,2.0,category_1
17287,2021-10-14,,category_1
17287,2021-10-15,,category_1
17287,2021-10-16,2.0,category_1
17287,2021-10-17,,category_1
17287,2021-10-18,,category_1
17287,2021-10-19,1.0,category_1
17287,2021-10-20,2.0,category_1
17287,2021-10-21,1.0,category_1
17287,2021-10-22,4.0,category_1
17287,2021-10-23,1.0,category_1
17287,2021-10-24,1.0,category_1
17287,2021-10-25,2.0,category_1
17287,2021-10-26,,category_1
17287,2021-10-27,4.0,category_1
17287,2021-10-28,3.0,category_1
17287,2021-10-29,1.0,category_1
17287,2021-10-30,2.0,category_1
17287,2021-10-31,9.0,category_1
17287,2021-11-01,5.0,category_1
17287,2021-11-02,2.0,category_1
17287,2021-11-03,,category_1
17287,2021-11-04,3.0,category_1
17287,2021-11-05,4.0,category_1
17287,2021-11-06,7.0,category_1
17287,2021-11-07,,category_1
17287,2021-11-08,,category_1
17287,2021-11-09,1.0,category_1
17287,2021-11-10,,category_1
17287,2021-11-11,3.0,category_1
17287,2021-11-12,2.0,category_1
17287,2021-11-13,,category_1
17287,2021-11-14,6.0,category_1
17287,2021-11-15,1.0,category_1
17287,2021-11-16,,category_1
17287,2021-11-17,2.0,category_1
17287,2021-11-18,2.0,category_1
17287,2021-11-19,10.0,category_1
17287,2021-11-20,5.0,category_1
17287,2021-11-21,,category_1
17287,2021-11-22,,category_1
17287,2021-11-23,,category_1
17287,2021-11-24,,category_1
17287,2021-11-25,,category_1
17287,2021-11-26,7.0,category_1
17287,2021-11-27,,category_1
17287,2021-11-28,3.0,category_1
17287,2021-11-29,9.0,category_1
17287,2021-11-30,1.0,category_1
17287,2021-12-01,,category_1
17287,2021-12-02,9.0,category_1
17287,2021-12-03,,category_1
17287,2021-12-04,,category_1
17287,2021-12-05,5.0,category_1
17287,2021-12-06,2.0,category_1
17287,2021-12-07,,category_1
17287,2021-12-08,15.0,category_1
17287,2021-12-09,1.0,category_1
17287,2021-12-10,4.0,category_1
17287,2021-12-11,1.0,category_1
17287,2021-12-12,,category_1
17287,2021-12-13,,category_1
17287,2021-12-14,,category_1
17287,2021-12-15,,category_1
17287,2021-12-16,2.0,category_1
17287,2021-12-17,,category_1
17287,2021-12-18,2.0,category_1
17287,2021-12-19,2.0,category_1
17287,2021-12-20,9.0,category_1
17287,2021-12-21,3.0,category_1
17287,2021-12-22,,category_1
17287,2021-12-23,3.0,category_1
17287,2021-12-24,3.0,category_1
17287,2021-12-25,,category_1
17287,2021-12-26,,category_1
17287,2021-12-27,,category_1
17287,2021-12-28,7.0,category_1
17287,2021-12-29,2.0,category_1
17287,2021-12-30,3.0,category_1
17287,2021-12-31,3.0,category_1
17287,2022-01-01,2.0,category_1
17287,2022-01-02,4.0,category_1
17287,2022-01-03,,category_1
17287,2022-01-04,2.0,category_1
17287,2022-01-05,6.0,category_1
17287,2022-01-06,9.0,category_1
17287,2022-01-07,1.0,category_1
17287,2022-01-08,2.0,category_1
17287,2022-01-09,1.0,category_1
17287,2022-01-10,5.0,category_1
17287,2022-01-11,3.0,category_1
17287,2022-01-12,4.0,category_1
17287,2022-01-13,4.0,category_1
17287,2022-01-14,,category_1
17287,2022-01-15,1.0,category_1
17287,2022-01-16,,category_1
17287,2022-01-17,8.0,category_1
17287,2022-01-18,8.0,category_1
17287,2022-01-19,8.0,category_1
17287,2022-01-20,1.0,category_1
17287,2022-01-21,1.0,category_1
17287,2022-01-22,2.0,category_1
17287,2022-01-23,,category_1
17287,2022-01-24,6.0,category_1
17287,2022-01-25,31.0,category_1
17287,2022-01-26,10.0,category_1
17287,2022-01-27,7.0,category_1
17287,2022-01-28,7.0,category_1
17287,2022-01-29,9.0,category_1
17287,2022-01-30,12.0,category_1
