,ItemCode,WoY,DailySales
805,87559,43,21
806,87559,44,13
807,87559,45,14
808,87559,46,24
809,87559,47,14
810,87559,48,15
811,87559,49,15
812,87559,50,48
813,87559,51,34
814,87559,52,54
815,88450,1,30
816,88450,2,85
817,88450,3,83
818,88450,4,85
819,88450,5,74
820,88450,6,96
821,88450,39,65
822,88450,40,91
823,88450,41,139
824,88450,42,64
825,88450,43,137
826,88450,44,142
827,88450,45,123
828,88450,46,93
829,88450,47,115
830,88450,48,48
831,88450,49,99
832,88450,50,61
833,88450,51,111
834,88450,52,106
835,99079,1,23
836,99079,2,12
837,99079,3,36
838,99079,4,16
839,99079,5,16
840,99079,6,17
841,99079,39,9
842,99079,40,20
843,99079,41,13
844,99079,42,12
845,99079,43,23
846,99079,44,25
847,99079,45,15
848,99079,46,19
849,99079,47,32
850,99079,48,21
851,99079,49,17
852,99079,50,14
853,99079,51,35
854,99079,52,21
855,110320,1,47
856,110320,2,54
857,110320,3,52
858,110320,4,46
859,110320,5,28
860,110320,6,31
861,110320,39,13
862,110320,40,37
863,110320,41,36
864,110320,42,22
865,110320,43,48
866,110320,44,49
867,110320,45,38
868,110320,46,40
869,110320,47,50
870,110320,48,54
871,110320,49,53
872,110320,50,58
873,110320,51,47
874,110320,52,48
875,111382,1,9
876,111382,2,11
877,111382,3,9
878,111382,4,11
879,111382,5,13
880,111382,6,10
881,111382,39,8
882,111382,40,24
883,111382,41,21
884,111382,42,11
885,111382,43,18
886,111382,44,11
887,111382,45,15
888,111382,46,10
889,111382,47,16
890,111382,48,16
891,111382,49,15
892,111382,50,7
893,111382,51,7
894,111382,52,18
895,111436,1,6
896,111436,2,13
897,111436,3,17
898,111436,4,7
899,111436,5,9
900,111436,6,9
901,111436,39,3
902,111436,40,6
903,111436,41,11
904,111436,42,6
905,111436,43,6
906,111436,44,2
907,111436,45,5
908,111436,46,4
909,111436,47,8
910,111436,48,20
911,111436,49,14
912,111436,50,14
913,111436,51,8
914,111436,52,19
915,117610,1,6
916,117610,2,11
917,117610,3,6
918,117610,4,7
919,117610,5,10
920,117610,6,7
921,117610,39,4
922,117610,40,11
923,117610,41,11
924,117610,42,14
925,117610,43,27
926,117610,44,65
927,117610,45,29
928,117610,46,21
929,117610,47,26
930,117610,48,7
931,117610,49,4
932,117610,50,28
933,117610,51,8
934,117610,52,11
935,118033,1,27
936,118033,2,14
937,118033,3,14
938,118033,4,21
939,118033,5,18
940,118033,6,8
941,118033,39,7
942,118033,40,7
943,118033,41,12
944,118033,42,12
945,118033,43,13
946,118033,44,11
947,118033,45,16
948,118033,46,16
949,118033,47,12
950,118033,48,11
951,118033,49,8
952,118033,50,11
953,118033,51,13
954,118033,52,37
955,119554,1,265
956,119554,2,196
957,119554,3,196
958,119554,4,150
959,119554,5,192
960,119554,6,140
961,119554,39,26
962,119554,40,108
963,119554,41,120
964,119554,42,110
965,119554,43,109
966,119554,44,137
967,119554,45,127
968,119554,46,139
969,119554,47,217
970,119554,48,166
971,119554,49,207
972,119554,50,140
973,119554,51,184
974,119554,52,164
975,123307,1,632
976,123307,2,539
977,123307,3,527
978,123307,4,356
979,123307,5,376
980,123307,6,555
981,123307,39,242
982,123307,40,569
983,123307,41,493
984,123307,42,378
985,123307,43,552
986,123307,44,330
987,123307,45,397
988,123307,46,332
989,123307,47,409
990,123307,48,400
991,123307,49,396
992,123307,50,516
993,123307,51,683
994,123307,52,731
995,124774,1,21
996,124774,2,49
997,124774,3,20
998,124774,4,2
999,124774,5,0
1000,124774,6,7
1001,124774,39,3
1002,124774,40,26
1003,124774,41,25
1004,124774,42,23
1005,124774,43,19
1006,124774,44,22
1007,124774,45,15
1008,124774,46,25
1009,124774,47,20
1010,124774,48,24
1011,124774,49,27
1012,124774,50,49
1013,124774,51,17
1014,124774,52,25
1015,124954,1,20
1016,124954,2,13
1017,124954,3,8
1018,124954,4,30
1019,124954,5,27
1020,124954,6,32
1021,124954,39,7
1022,124954,40,9
1023,124954,41,13
1024,124954,42,18
1025,124954,43,31
1026,124954,44,39
1027,124954,45,35
1028,124954,46,49
1029,124954,47,23
1030,124954,48,15
1031,124954,49,14
1032,124954,50,19
1033,124954,51,12
1034,124954,52,17
1035,130993,1,8
1036,130993,2,29
1037,130993,3,25
1038,130993,4,12
1039,130993,5,6
1040,130993,6,45
1041,130993,39,7
1042,130993,40,19
1043,130993,41,7
1044,130993,42,13
1045,130993,43,7
1046,130993,44,43
1047,130993,45,37
1048,130993,46,41
1049,130993,47,7
1050,130993,48,7
1051,130993,49,12
1052,130993,50,5
1053,130993,51,15
1054,130993,52,29
1055,131983,1,37
1056,131983,2,24
1057,131983,3,29
1058,131983,4,39
1059,131983,5,31
1060,131983,6,37
1061,131983,39,18
1062,131983,40,44
1063,131983,41,40
1064,131983,42,33
1065,131983,43,20
1066,131983,44,30
1067,131983,45,31
1068,131983,46,55
1069,131983,47,32
1070,131983,48,30
1071,131983,49,39
1072,131983,50,33
1073,131983,51,45
1074,131983,52,41
1075,132028,1,143
1076,132028,2,147
1077,132028,3,198
1078,132028,4,227
1079,132028,5,117
1080,132028,6,142
1081,132028,39,97
1082,132028,40,133
1083,132028,41,132
1084,132028,42,109
1085,132028,43,154
1086,132028,44,211
1087,132028,45,193
1088,132028,46,108
1089,132028,47,225
1090,132028,48,219
1091,132028,49,127
1092,132028,50,113
1093,132028,51,140
1094,132028,52,86
1095,132334,1,29
1096,132334,2,22
1097,132334,3,23
1098,132334,4,16
1099,132334,5,15
1100,132334,6,13
1101,132334,39,11
1102,132334,40,14
1103,132334,41,20
1104,132334,42,11
1105,132334,43,7
1106,132334,44,12
1107,132334,45,20
1108,132334,46,19
1109,132334,47,42
1110,132334,48,44
1111,132334,49,34
1112,132334,50,31
1113,132334,51,25
1114,132334,52,37
1115,138742,1,21
1116,138742,2,14
1117,138742,3,42
1118,138742,4,22
1119,138742,5,18
1120,138742,6,20
1121,138742,39,9
1122,138742,40,36
1123,138742,41,21
1124,138742,42,13
1125,138742,43,30
1126,138742,44,24
1127,138742,45,20
1128,138742,46,25
1129,138742,47,22
1130,138742,48,34
1131,138742,49,24
1132,138742,50,34
1133,138742,51,27
1134,138742,52,15
1135,142756,1,34
1136,142756,2,62
1137,142756,3,63
1138,142756,4,48
1139,142756,5,28
1140,142756,6,83
1141,142756,39,10
1142,142756,40,43
1143,142756,41,31
1144,142756,42,45
1145,142756,43,33
1146,142756,44,35
1147,142756,45,28
1148,142756,46,28
1149,142756,47,38
1150,142756,48,26
1151,142756,49,19
1152,142756,50,47
1153,142756,51,47
1154,142756,52,33
1155,145330,1,17
1156,145330,2,9
1157,145330,3,14
1158,145330,4,16
1159,145330,5,10
1160,145330,6,11
1161,145330,39,7
1162,145330,40,11
1163,145330,41,20
1164,145330,42,6
1165,145330,43,9
1166,145330,44,3
1167,145330,45,8
1168,145330,46,10
1169,145330,47,9
1170,145330,48,21
1171,145330,49,15
1172,145330,50,20
1173,145330,51,24
1174,145330,52,15
1175,145978,1,49
1176,145978,2,32
1177,145978,3,41
1178,145978,4,51
1179,145978,5,33
1180,145978,6,32
1181,145978,39,20
1182,145978,40,35
1183,145978,41,32
1184,145978,42,34
1185,145978,43,31
1186,145978,44,27
1187,145978,45,23
1188,145978,46,30
1189,145978,47,44
1190,145978,48,49
1191,145978,49,31
1192,145978,50,56
1193,145978,51,46
1194,145978,52,38
1195,169504,1,635
1196,169504,2,507
1197,169504,3,515
1198,169504,4,689
1199,169504,5,271
1200,169504,6,371
1201,169504,39,311
1202,169504,40,780
1203,169504,41,511
1204,169504,42,808
1205,169504,43,685
1206,169504,44,664
1207,169504,45,686
1208,169504,46,720
1209,169504,47,676
1210,169504,48,604
1211,169504,49,697
1212,169504,50,737
1213,169504,51,534
1214,169504,52,662
1215,172033,1,19
1216,172033,2,7
1217,172033,3,9
1218,172033,4,11
1219,172033,5,16
1220,172033,6,5
1221,172033,39,18
1222,172033,40,44
1223,172033,41,20
1224,172033,42,22
1225,172033,43,47
1226,172033,44,178
1227,172033,45,177
1228,172033,46,99
1229,172033,47,77
1230,172033,48,12
1231,172033,49,15
1232,172033,50,23
1233,172033,51,13
1234,172033,52,10
1235,172582,1,24
1236,172582,2,23
1237,172582,3,16
1238,172582,4,21
1239,172582,5,14
1240,172582,6,16
1241,172582,39,13
1242,172582,40,18
1243,172582,41,17
1244,172582,42,12
1245,172582,43,26
1246,172582,44,16
1247,172582,45,9
1248,172582,46,13
1249,172582,47,25
1250,172582,48,28
1251,172582,49,39
1252,172582,50,17
1253,172582,51,16
1254,172582,52,18
1255,173617,1,44
1256,173617,2,29
1257,173617,3,12
1258,173617,4,22
1259,173617,5,17
1260,173617,6,18
1261,173617,39,7
1262,173617,40,21
1263,173617,41,24
1264,173617,42,18
1265,173617,43,26
1266,173617,44,16
1267,173617,45,0
1268,173617,46,6
1269,173617,47,12
1270,173617,48,18
1271,173617,49,14
1272,173617,50,90
1273,173617,51,23
1274,173617,52,41
1275,174436,1,41
1276,174436,2,45
1277,174436,3,45
1278,174436,4,62
1279,174436,5,61
1280,174436,6,47
1281,174436,39,35
1282,174436,40,64
1283,174436,41,60
1284,174436,42,69
1285,174436,43,85
1286,174436,44,62
1287,174436,45,73
1288,174436,46,47
1289,174436,47,90
1290,174436,48,63
1291,174436,49,45
1292,174436,50,51
1293,174436,51,41
1294,174436,52,37
1295,210868,1,8
1296,210868,2,16
1297,210868,3,12
1298,210868,4,11
1299,210868,5,14
1300,210868,6,4
1301,210868,40,11
1302,210868,41,9
1303,210868,42,0
1304,210868,43,6
1305,210868,44,8
1306,210868,45,5
1307,210868,46,5
1308,210868,47,6
1309,210868,48,14
1310,210868,49,5
1311,210868,50,7
1312,210868,51,10
1313,210868,52,6
1314,211309,1,7
1315,211309,2,3
1316,211309,3,18
1317,211309,4,21
1318,211309,5,30
1319,211309,6,14
1320,211309,39,11
1321,211309,40,12
1322,211309,41,24
1323,211309,42,10
1324,211309,43,10
1325,211309,44,10
1326,211309,45,13
1327,211309,46,25
1328,211309,47,9
1329,211309,48,12
1330,211309,49,12
1331,211309,50,19
1332,211309,51,11
1333,211309,52,7
1334,213802,1,8
1335,213802,2,9
1336,213802,3,7
1337,213802,4,9
1338,213802,5,17
1339,213802,6,7
1340,213802,39,5
1341,213802,40,11
1342,213802,41,14
1343,213802,42,11
1344,213802,43,8
1345,213802,44,6
1346,213802,45,6
1347,213802,46,3
1348,213802,47,7
1349,213802,48,15
1350,213802,49,11
1351,213802,50,9
1352,213802,51,9
1353,213802,52,4
1354,216151,1,17
1355,216151,2,23
1356,216151,3,18
1357,216151,4,20
1358,216151,5,14
1359,216151,6,13
1360,216151,39,8
1361,216151,40,12
1362,216151,41,20
1363,216151,42,18
1364,216151,43,12
1365,216151,44,9
1366,216151,45,30
1367,216151,46,19
1368,216151,47,15
1369,216151,48,14
1370,216151,49,19
1371,216151,50,14
1372,216151,51,17
1373,216151,52,16
1374,225259,1,0
1375,225259,2,20
1376,225259,3,14
1377,225259,4,5
1378,225259,5,23
1379,225259,6,14
1380,225259,39,8
1381,225259,40,17
1382,225259,41,11
1383,225259,42,15
1384,225259,43,11
1385,225259,44,5
1386,225259,45,9
1387,225259,46,10
1388,225259,47,10
1389,225259,48,18
1390,225259,49,15
1391,225259,50,14
1392,225259,51,14
1393,225259,52,9
1394,245581,1,80
1395,245581,2,136
1396,245581,3,118
1397,245581,4,188
1398,245581,5,143
1399,245581,6,153
1400,245581,39,24
1401,245581,40,66
1402,245581,41,89
1403,245581,42,59
1404,245581,43,111
1405,245581,44,56
1406,245581,45,88
1407,245581,46,54
1408,245581,47,76
1409,245581,48,74
1410,245581,49,104
1411,245581,50,76
1412,245581,51,93
1413,245581,52,96
1414,248272,1,20
1415,248272,2,26
1416,248272,3,9
1417,248272,4,28
1418,248272,5,19
1419,248272,6,19
1420,248272,39,14
1421,248272,40,17
1422,248272,41,0
1423,248272,42,0
1424,248272,43,0
1425,248272,44,30
1426,248272,45,24
1427,248272,46,29
1428,248272,47,24
1429,248272,48,16
1430,248272,49,13
1431,248272,50,16
1432,248272,51,24
1433,248272,52,25
1434,262384,1,11
1435,262384,2,20
1436,262384,3,14
1437,262384,4,13
1438,262384,5,17
1439,262384,6,16
1440,262384,39,3
1441,262384,40,9
1442,262384,41,7
1443,262384,42,13
1444,262384,43,14
1445,262384,44,19
1446,262384,45,7
1447,262384,46,15
1448,262384,47,17
1449,262384,48,17
1450,262384,49,16
1451,262384,50,19
1452,262384,51,18
1453,262384,52,21
1454,267478,1,6
1455,267478,2,9
1456,267478,3,4
1457,267478,4,6
1458,267478,5,13
1459,267478,6,11
1460,267478,39,11
1461,267478,40,44
1462,267478,41,23
1463,267478,42,9
1464,267478,43,4
1465,267478,44,12
1466,267478,45,5
1467,267478,46,5
1468,267478,47,13
1469,267478,48,12
1470,267478,49,0
1471,267478,50,0
1472,267478,51,5
1473,267478,52,10
1474,267496,1,10
1475,267496,2,10
1476,267496,3,10
1477,267496,4,11
1478,267496,5,15
1479,267496,6,5
1480,267496,44,7
1481,267496,45,15
1482,267496,46,2
1483,267496,47,11
1484,267496,48,11
1485,267496,49,15
1486,267496,50,10
1487,267496,51,9
1488,267496,52,8
1489,370195,1,57
1490,370195,2,34
1491,370195,3,29
1492,370195,4,37
1493,370195,5,56
1494,370195,6,52
1495,370195,39,20
